"","year","period","value_earnings","industry_text"
"2493",2001,"11",3536,"Information"
"2494",2001,"12",3521,"Information"
"2495",2002,"01",3494,"Information"
"2496",2002,"02",3471,"Information"
"2497",2002,"03",3454,"Information"
"2498",2002,"04",3434,"Information"
"2499",2002,"05",3416,"Information"
"2500",2002,"06",3401,"Information"
"2501",2002,"07",3381,"Information"
"2502",2002,"08",3371,"Information"
"2503",2002,"09",3345,"Information"
"2504",2002,"10",3350,"Information"
"2505",2002,"11",3328,"Information"
"2506",2002,"12",3288,"Information"
"2507",2003,"01",3266,"Information"
"2508",2003,"02",3235,"Information"
"2509",2003,"03",3221,"Information"
"2510",2003,"04",3207,"Information"
"2511",2003,"05",3193,"Information"
"2512",2003,"06",3182,"Information"
"2513",2003,"07",3175,"Information"
"2514",2003,"08",3164,"Information"
"2515",2003,"09",3163,"Information"
"2516",2003,"10",3157,"Information"
"2517",2003,"11",3150,"Information"
"2518",2003,"12",3150,"Information"
"2519",2004,"01",3144,"Information"
"2520",2004,"02",3142,"Information"
"2521",2004,"03",3134,"Information"
"2522",2004,"04",3131,"Information"
"2523",2004,"05",3134,"Information"
"2524",2004,"06",3135,"Information"
"2525",2004,"07",3123,"Information"
"2526",2004,"08",3107,"Information"
"2527",2004,"09",3095,"Information"
"2528",2004,"10",3100,"Information"
"2529",2004,"11",3088,"Information"
"2530",2004,"12",3079,"Information"
"2531",2005,"01",3069,"Information"
"2532",2005,"02",3058,"Information"
"2533",2005,"03",3062,"Information"
"2534",2005,"04",3068,"Information"
"2535",2005,"05",3062,"Information"
"2536",2005,"06",3057,"Information"
"2537",2005,"07",3061,"Information"
"2538",2005,"08",3063,"Information"
"2539",2005,"09",3070,"Information"
"2540",2005,"10",3056,"Information"
"2541",2005,"11",3056,"Information"
"2542",2005,"12",3053,"Information"
"2543",2006,"01",3052,"Information"
"2544",2006,"02",3052,"Information"
"2545",2006,"03",3055,"Information"
"2546",2006,"04",3046,"Information"
"2547",2006,"05",3039,"Information"
"2548",2006,"06",3036,"Information"
"2549",2006,"07",3031,"Information"
"2550",2006,"08",3035,"Information"
"2551",2006,"09",3028,"Information"
"2552",2006,"10",3024,"Information"
"2553",2006,"11",3025,"Information"
"2554",2006,"12",3032,"Information"
"2555",2007,"01",3029,"Information"
"2556",2007,"02",3033,"Information"
"2557",2007,"03",3029,"Information"
"2558",2007,"04",3034,"Information"
"2559",2007,"05",3040,"Information"
"2560",2007,"06",3038,"Information"
"2561",2007,"07",3037,"Information"
"2562",2007,"08",3029,"Information"
"2563",2007,"09",3030,"Information"
"2564",2007,"10",3028,"Information"
"2565",2007,"11",3025,"Information"
"2566",2007,"12",3024,"Information"
"2567",2008,"01",3025,"Information"
"2568",2008,"02",3019,"Information"
"2569",2008,"03",3021,"Information"
"2570",2008,"04",3012,"Information"
"2571",2008,"05",3008,"Information"
"2572",2008,"06",3001,"Information"
"2573",2008,"07",2987,"Information"
"2574",2008,"08",2973,"Information"
"2575",2008,"09",2961,"Information"
"2576",2008,"10",2950,"Information"
"2577",2008,"11",2932,"Information"
"2578",2008,"12",2909,"Information"
"2579",2009,"01",2891,"Information"
"2580",2009,"02",2878,"Information"
"2581",2009,"03",2864,"Information"
"2582",2009,"04",2833,"Information"
"2583",2009,"05",2807,"Information"
"2584",2009,"06",2796,"Information"
"2585",2009,"07",2780,"Information"
"2586",2009,"08",2767,"Information"
"2587",2009,"09",2768,"Information"
"2588",2009,"10",2763,"Information"
"2589",2009,"11",2752,"Information"
"2590",2009,"12",2743,"Information"
"2591",2010,"01",2737,"Information"
"2592",2010,"02",2737,"Information"
"2593",2010,"03",2718,"Information"
"2594",2010,"04",2715,"Information"
"2595",2010,"05",2709,"Information"
"2596",2010,"06",2703,"Information"
"2597",2010,"07",2703,"Information"
"2598",2010,"08",2702,"Information"
"2599",2010,"09",2697,"Information"
"2600",2010,"10",2695,"Information"
"2601",2010,"11",2689,"Information"
"2602",2010,"12",2682,"Information"
"2603",2011,"01",2678,"Information"
"2604",2011,"02",2673,"Information"
"2605",2011,"03",2672,"Information"
"2606",2011,"04",2674,"Information"
"2607",2011,"05",2679,"Information"
"2608",2011,"06",2685,"Information"
"2609",2011,"07",2676,"Information"
"2610",2011,"08",2634,"Information"
"2611",2011,"09",2677,"Information"
"2612",2011,"10",2677,"Information"
"2613",2011,"11",2676,"Information"
"2614",2011,"12",2678,"Information"
"2615",2012,"01",2665,"Information"
"2616",2012,"02",2676,"Information"
"2617",2012,"03",2678,"Information"
"2618",2012,"04",2679,"Information"
"2619",2012,"05",2685,"Information"
"2620",2012,"06",2674,"Information"
"2621",2012,"07",2680,"Information"
"2622",2012,"08",2676,"Information"
"2623",2012,"09",2670,"Information"
"2624",2012,"10",2667,"Information"
"2625",2012,"11",2674,"Information"
"2626",2012,"12",2675,"Information"
"2627",2013,"01",2661,"Information"
"2628",2013,"02",2699,"Information"
"2629",2013,"03",2699,"Information"
"2630",2013,"04",2696,"Information"
"2631",2013,"05",2711,"Information"
"2632",2013,"06",2707,"Information"
"2633",2013,"07",2720,"Information"
"2634",2013,"08",2690,"Information"
"2635",2013,"09",2707,"Information"
"2636",2013,"10",2719,"Information"
"2637",2013,"11",2724,"Information"
"2638",2013,"12",2726,"Information"
"2639",2014,"01",2721,"Information"
"2640",2014,"02",2719,"Information"
"2641",2014,"03",2725,"Information"
"2642",2014,"04",2722,"Information"
"2643",2014,"05",2719,"Information"
"2644",2014,"06",2725,"Information"
"2645",2014,"07",2724,"Information"
"2646",2014,"08",2731,"Information"
"2647",2014,"09",2732,"Information"
"2648",2014,"10",2726,"Information"
"2649",2014,"11",2735,"Information"
"2650",2014,"12",2735,"Information"
"2651",2015,"01",2738,"Information"
"2652",2015,"02",2742,"Information"
"2653",2015,"03",2737,"Information"
"2654",2015,"04",2741,"Information"
"2655",2015,"05",2749,"Information"
"2656",2015,"06",2750,"Information"
"2657",2015,"07",2753,"Information"
"2658",2015,"08",2754,"Information"
"2659",2015,"09",2764,"Information"
"2660",2015,"10",2763,"Information"
"2661",2015,"11",2750,"Information"
"2662",2015,"12",2759,"Information"
"2663",2016,"01",2763,"Information"
"2664",2016,"02",2778,"Information"
"2665",2016,"03",2785,"Information"
"2666",2016,"04",2789,"Information"
"2667",2016,"05",2753,"Information"
"2668",2016,"06",2798,"Information"
"2669",2016,"07",2799,"Information"
"2670",2016,"08",2805,"Information"
"2671",2016,"09",2812,"Information"
"2672",2016,"10",2814,"Information"
"2673",2016,"11",2809,"Information"
"2674",2016,"12",2812,"Information"
"2675",2017,"01",2819,"Information"
"2676",2017,"02",2814,"Information"
"2677",2017,"03",2813,"Information"
"2678",2017,"04",2809,"Information"
"2679",2017,"05",2804,"Information"
"2680",2017,"06",2807,"Information"
"2681",2017,"07",2809,"Information"
"2682",2017,"08",2815,"Information"
"2683",2017,"09",2811,"Information"
"2684",2017,"10",2812,"Information"
"2685",2017,"11",2813,"Information"
"2686",2017,"12",2819,"Information"
"2687",2018,"01",2815,"Information"
"2688",2018,"02",2815,"Information"
"2689",2018,"03",2826,"Information"
"2690",2018,"04",2839,"Information"
"2691",2018,"05",2837,"Information"
"2692",2018,"06",2837,"Information"
"2693",2018,"07",2841,"Information"
"2694",2018,"08",2841,"Information"
"2695",2018,"09",2839,"Information"
"2696",2018,"10",2851,"Information"
"2697",2018,"11",2850,"Information"
"2698",2018,"12",2854,"Information"
"2699",2019,"01",2843,"Information"
"2700",2019,"02",2841,"Information"
"2701",2019,"03",2851,"Information"
"2702",2019,"04",2845,"Information"
"2703",2019,"05",2853,"Information"
"2704",2019,"06",2865,"Information"
"2705",2019,"07",2862,"Information"
"2706",2019,"08",2861,"Information"
"2707",2019,"09",2866,"Information"
"2708",2019,"10",2865,"Information"
"2709",2019,"11",2874,"Information"
"2710",2019,"12",2883,"Information"
"2711",2020,"01",2894,"Information"
"2712",2020,"02",2894,"Information"
"2713",2020,"03",2888,"Information"
"2714",2020,"04",2609,"Information"
"2715",2020,"05",2569,"Information"
"2716",2020,"06",2579,"Information"
"2717",2020,"07",2564,"Information"
"2718",2000,"01",7769,"Financial activities"
"2719",2000,"02",7771,"Financial activities"
"2720",2000,"03",7766,"Financial activities"
"2721",2000,"04",7764,"Financial activities"
"2722",2000,"05",7763,"Financial activities"
"2723",2000,"06",7764,"Financial activities"
"2724",2000,"07",7766,"Financial activities"
"2725",2000,"08",7777,"Financial activities"
"2726",2000,"09",7799,"Financial activities"
"2727",2000,"10",7809,"Financial activities"
"2728",2000,"11",7823,"Financial activities"
"2729",2000,"12",7839,"Financial activities"
"2730",2001,"01",7845,"Financial activities"
"2731",2001,"02",7867,"Financial activities"
"2732",2001,"03",7885,"Financial activities"
"2733",2001,"04",7889,"Financial activities"
"2734",2001,"05",7900,"Financial activities"
"2735",2001,"06",7905,"Financial activities"
"2736",2001,"07",7892,"Financial activities"
"2737",2001,"08",7916,"Financial activities"
"2738",2001,"09",7915,"Financial activities"
"2739",2001,"10",7926,"Financial activities"
"2740",2001,"11",7940,"Financial activities"
"2741",2001,"12",7934,"Financial activities"
"2742",2002,"01",7939,"Financial activities"
"2743",2002,"02",7931,"Financial activities"
"2744",2002,"03",7929,"Financial activities"
"2745",2002,"04",7936,"Financial activities"
"2746",2002,"05",7934,"Financial activities"
"2747",2002,"06",7938,"Financial activities"
"2748",2002,"07",7942,"Financial activities"
"2749",2002,"08",7949,"Financial activities"
"2750",2002,"09",7963,"Financial activities"
"2751",2002,"10",7992,"Financial activities"
"2752",2002,"11",8003,"Financial activities"
"2753",2002,"12",8017,"Financial activities"
"2754",2003,"01",8025,"Financial activities"
"2755",2003,"02",8037,"Financial activities"
"2756",2003,"03",8052,"Financial activities"
"2757",2003,"04",8077,"Financial activities"
"2758",2003,"05",8093,"Financial activities"
"2759",2003,"06",8089,"Financial activities"
"2760",2003,"07",8101,"Financial activities"
"2761",2003,"08",8101,"Financial activities"
"2762",2003,"09",8097,"Financial activities"
"2763",2003,"10",8089,"Financial activities"
"2764",2003,"11",8084,"Financial activities"
"2765",2003,"12",8077,"Financial activities"
"2766",2004,"01",8078,"Financial activities"
"2767",2004,"02",8078,"Financial activities"
"2768",2004,"03",8086,"Financial activities"
"2769",2004,"04",8097,"Financial activities"
"2770",2004,"05",8115,"Financial activities"
"2771",2004,"06",8116,"Financial activities"
"2772",2004,"07",8099,"Financial activities"
"2773",2004,"08",8107,"Financial activities"
"2774",2004,"09",8119,"Financial activities"
"2775",2004,"10",8115,"Financial activities"
"2776",2004,"11",8118,"Financial activities"
"2777",2004,"12",8134,"Financial activities"
"2778",2005,"01",8144,"Financial activities"
"2779",2005,"02",8146,"Financial activities"
"2780",2005,"03",8139,"Financial activities"
"2781",2005,"04",8149,"Financial activities"
"2782",2005,"05",8154,"Financial activities"
"2783",2005,"06",8172,"Financial activities"
"2784",2005,"07",8191,"Financial activities"
"2785",2005,"08",8215,"Financial activities"
"2786",2005,"09",8224,"Financial activities"
"2787",2005,"10",8260,"Financial activities"
"2788",2005,"11",8282,"Financial activities"
"2789",2005,"12",8286,"Financial activities"
"2790",2006,"01",8307,"Financial activities"
"2791",2006,"02",8332,"Financial activities"
"2792",2006,"03",8349,"Financial activities"
"2793",2006,"04",8371,"Financial activities"
"2794",2006,"05",8376,"Financial activities"
"2795",2006,"06",8364,"Financial activities"
"2796",2006,"07",8366,"Financial activities"
"2797",2006,"08",8374,"Financial activities"
"2798",2006,"09",8390,"Financial activities"
"2799",2006,"10",8385,"Financial activities"
"2800",2006,"11",8393,"Financial activities"
"2801",2006,"12",8393,"Financial activities"
"2802",2007,"01",8389,"Financial activities"
"2803",2007,"02",8390,"Financial activities"
"2804",2007,"03",8380,"Financial activities"
"2805",2007,"04",8361,"Financial activities"
"2806",2007,"05",8370,"Financial activities"
"2807",2007,"06",8368,"Financial activities"
"2808",2007,"07",8370,"Financial activities"
"2809",2007,"08",8342,"Financial activities"
"2810",2007,"09",8319,"Financial activities"
"2811",2007,"10",8308,"Financial activities"
"2812",2007,"11",8293,"Financial activities"
"2813",2007,"12",8282,"Financial activities"
"2814",2008,"01",8277,"Financial activities"
"2815",2008,"02",8268,"Financial activities"
"2816",2008,"03",8267,"Financial activities"
"2817",2008,"04",8256,"Financial activities"
"2818",2008,"05",8248,"Financial activities"
"2819",2008,"06",8236,"Financial activities"
"2820",2008,"07",8219,"Financial activities"
"2821",2008,"08",8205,"Financial activities"
"2822",2008,"09",8172,"Financial activities"
"2823",2008,"10",8139,"Financial activities"
"2824",2008,"11",8102,"Financial activities"
"2825",2008,"12",8070,"Financial activities"
"2826",2009,"01",8017,"Financial activities"
"2827",2009,"02",7968,"Financial activities"
"2828",2009,"03",7927,"Financial activities"
"2829",2009,"04",7870,"Financial activities"
"2830",2009,"05",7844,"Financial activities"
"2831",2009,"06",7820,"Financial activities"
"2832",2009,"07",7806,"Financial activities"
"2833",2009,"08",7782,"Financial activities"
"2834",2009,"09",7771,"Financial activities"
"2835",2009,"10",7754,"Financial activities"
"2836",2009,"11",7756,"Financial activities"
"2837",2009,"12",7743,"Financial activities"
"2838",2010,"01",7732,"Financial activities"
"2839",2010,"02",7724,"Financial activities"
"2840",2010,"03",7708,"Financial activities"
"2841",2010,"04",7708,"Financial activities"
"2842",2010,"05",7699,"Financial activities"
"2843",2010,"06",7688,"Financial activities"
"2844",2010,"07",7677,"Financial activities"
"2845",2010,"08",7676,"Financial activities"
"2846",2010,"09",7683,"Financial activities"
"2847",2010,"10",7682,"Financial activities"
"2848",2010,"11",7681,"Financial activities"
"2849",2010,"12",7684,"Financial activities"
"2850",2011,"01",7680,"Financial activities"
"2851",2011,"02",7676,"Financial activities"
"2852",2011,"03",7681,"Financial activities"
"2853",2011,"04",7679,"Financial activities"
"2854",2011,"05",7702,"Financial activities"
"2855",2011,"06",7692,"Financial activities"
"2856",2011,"07",7694,"Financial activities"
"2857",2011,"08",7700,"Financial activities"
"2858",2011,"09",7694,"Financial activities"
"2859",2011,"10",7707,"Financial activities"
"2860",2011,"11",7721,"Financial activities"
"2861",2011,"12",7729,"Financial activities"
"2862",2012,"01",7735,"Financial activities"
"2863",2012,"02",7743,"Financial activities"
"2864",2012,"03",7768,"Financial activities"
"2865",2012,"04",7771,"Financial activities"
"2866",2012,"05",7783,"Financial activities"
"2867",2012,"06",7783,"Financial activities"
"2868",2012,"07",7779,"Financial activities"
"2869",2012,"08",7788,"Financial activities"
"2870",2012,"09",7800,"Financial activities"
"2871",2012,"10",7809,"Financial activities"
"2872",2012,"11",7815,"Financial activities"
"2873",2012,"12",7827,"Financial activities"
"2874",2013,"01",7836,"Financial activities"
"2875",2013,"02",7850,"Financial activities"
"2876",2013,"03",7857,"Financial activities"
"2877",2013,"04",7872,"Financial activities"
"2878",2013,"05",7883,"Financial activities"
"2879",2013,"06",7888,"Financial activities"
"2880",2013,"07",7904,"Financial activities"
"2881",2013,"08",7903,"Financial activities"
"2882",2013,"09",7904,"Financial activities"
"2883",2013,"10",7910,"Financial activities"
"2884",2013,"11",7910,"Financial activities"
"2885",2013,"12",7914,"Financial activities"
"2886",2014,"01",7913,"Financial activities"
"2887",2014,"02",7930,"Financial activities"
"2888",2014,"03",7932,"Financial activities"
"2889",2014,"04",7944,"Financial activities"
"2890",2014,"05",7951,"Financial activities"
"2891",2014,"06",7968,"Financial activities"
"2892",2014,"07",7980,"Financial activities"
"2893",2014,"08",7995,"Financial activities"
"2894",2014,"09",8008,"Financial activities"
"2895",2014,"10",8016,"Financial activities"
"2896",2014,"11",8034,"Financial activities"
"2897",2014,"12",8041,"Financial activities"
"2898",2015,"01",8059,"Financial activities"
"2899",2015,"02",8072,"Financial activities"
"2900",2015,"03",8081,"Financial activities"
"2901",2015,"04",8088,"Financial activities"
"2902",2015,"05",8095,"Financial activities"
"2903",2015,"06",8117,"Financial activities"
"2904",2015,"07",8137,"Financial activities"
"2905",2015,"08",8143,"Financial activities"
"2906",2015,"09",8153,"Financial activities"
"2907",2015,"10",8168,"Financial activities"
"2908",2015,"11",8180,"Financial activities"
"2909",2015,"12",8188,"Financial activities"
"2910",2016,"01",8203,"Financial activities"
"2911",2016,"02",8211,"Financial activities"
"2912",2016,"03",8226,"Financial activities"
"2913",2016,"04",8249,"Financial activities"
"2914",2016,"05",8263,"Financial activities"
"2915",2016,"06",8280,"Financial activities"
"2916",2016,"07",8302,"Financial activities"
"2917",2016,"08",8317,"Financial activities"
"2918",2016,"09",8325,"Financial activities"
"2919",2016,"10",8331,"Financial activities"
"2920",2016,"11",8342,"Financial activities"
"2921",2016,"12",8369,"Financial activities"
"2922",2017,"01",8399,"Financial activities"
"2923",2017,"02",8401,"Financial activities"
"2924",2017,"03",8409,"Financial activities"
"2925",2017,"04",8424,"Financial activities"
"2926",2017,"05",8432,"Financial activities"
"2927",2017,"06",8448,"Financial activities"
"2928",2017,"07",8460,"Financial activities"
"2929",2017,"08",8469,"Financial activities"
"2930",2017,"09",8477,"Financial activities"
"2931",2017,"10",8482,"Financial activities"
"2932",2017,"11",8494,"Financial activities"
"2933",2017,"12",8498,"Financial activities"
"2934",2018,"01",8504,"Financial activities"
"2935",2018,"02",8533,"Financial activities"
"2936",2018,"03",8538,"Financial activities"
"2937",2018,"04",8545,"Financial activities"
"2938",2018,"05",8567,"Financial activities"
"2939",2018,"06",8586,"Financial activities"
"2940",2018,"07",8594,"Financial activities"
"2941",2018,"08",8607,"Financial activities"
"2942",2018,"09",8629,"Financial activities"
"2943",2018,"10",8647,"Financial activities"
"2944",2018,"11",8657,"Financial activities"
"2945",2018,"12",8665,"Financial activities"
"2946",2019,"01",8676,"Financial activities"
"2947",2019,"02",8690,"Financial activities"
"2948",2019,"03",8707,"Financial activities"
"2949",2019,"04",8721,"Financial activities"
"2950",2019,"05",8727,"Financial activities"
"2951",2019,"06",8732,"Financial activities"
"2952",2019,"07",8753,"Financial activities"
"2953",2019,"08",8768,"Financial activities"
"2954",2019,"09",8771,"Financial activities"
"2955",2019,"10",8792,"Financial activities"
"2956",2019,"11",8804,"Financial activities"
"2957",2019,"12",8814,"Financial activities"
"2958",2020,"01",8823,"Financial activities"
"2959",2020,"02",8845,"Financial activities"
"2960",2020,"03",8827,"Financial activities"
"2961",2020,"04",8566,"Financial activities"
"2962",2020,"05",8585,"Financial activities"
"2963",2020,"06",8608,"Financial activities"
"2964",2020,"07",8629,"Financial activities"
"2965",2000,"01",24628,"Goods-producing"
"2966",2000,"02",24609,"Goods-producing"
"2967",2000,"03",24705,"Goods-producing"
"2968",2000,"04",24688,"Goods-producing"
"2969",2000,"05",24647,"Goods-producing"
"2970",2000,"06",24672,"Goods-producing"
"2971",2000,"07",24717,"Goods-producing"
"2972",2000,"08",24683,"Goods-producing"
"2973",2000,"09",24642,"Goods-producing"
"2974",2000,"10",24638,"Goods-producing"
"2975",2000,"11",24623,"Goods-producing"
"2976",2000,"12",24575,"Goods-producing"
"2977",2001,"01",24533,"Goods-producing"
"2978",2001,"02",24474,"Goods-producing"
"2979",2001,"03",24409,"Goods-producing"
"2980",2001,"04",24254,"Goods-producing"
"2981",2001,"05",24119,"Goods-producing"
"2982",2001,"06",23965,"Goods-producing"
"2983",2001,"07",23837,"Goods-producing"
"2984",2001,"08",23667,"Goods-producing"
"2985",2001,"09",23537,"Goods-producing"
"2986",2001,"10",23378,"Goods-producing"
"2987",2001,"11",23209,"Goods-producing"
"2988",2001,"12",23094,"Goods-producing"
"2989",2002,"01",22961,"Goods-producing"
"2990",2002,"02",22876,"Goods-producing"
"2991",2002,"03",22786,"Goods-producing"
"2992",2002,"04",22689,"Goods-producing"
"2993",2002,"05",22604,"Goods-producing"
"2994",2002,"06",22578,"Goods-producing"
"2995",2002,"07",22521,"Goods-producing"
"2996",2002,"08",22449,"Goods-producing"
"2997",2002,"09",22397,"Goods-producing"
"2998",2002,"10",22325,"Goods-producing"
"2999",2002,"11",22282,"Goods-producing"
"3000",2002,"12",22189,"Goods-producing"
"3001",2003,"01",22146,"Goods-producing"
"3002",2003,"02",22023,"Goods-producing"
"3003",2003,"03",21945,"Goods-producing"
"3004",2003,"04",21864,"Goods-producing"
"3005",2003,"05",21832,"Goods-producing"
"3006",2003,"06",21788,"Goods-producing"
"3007",2003,"07",21708,"Goods-producing"
"3008",2003,"08",21706,"Goods-producing"
"3009",2003,"09",21700,"Goods-producing"
"3010",2003,"10",21691,"Goods-producing"
"3011",2003,"11",21688,"Goods-producing"
"3012",2003,"12",21703,"Goods-producing"
"3013",2004,"01",21715,"Goods-producing"
"3014",2004,"02",21693,"Goods-producing"
"3015",2004,"03",21758,"Goods-producing"
"3016",2004,"04",21802,"Goods-producing"
"3017",2004,"05",21881,"Goods-producing"
"3018",2004,"06",21885,"Goods-producing"
"3019",2004,"07",21900,"Goods-producing"
"3020",2004,"08",21944,"Goods-producing"
"3021",2004,"09",21957,"Goods-producing"
"3022",2004,"10",22004,"Goods-producing"
"3023",2004,"11",21997,"Goods-producing"
"3024",2004,"12",22005,"Goods-producing"
"3025",2005,"01",21958,"Goods-producing"
"3026",2005,"02",22036,"Goods-producing"
"3027",2005,"03",22066,"Goods-producing"
"3028",2005,"04",22136,"Goods-producing"
"3029",2005,"05",22172,"Goods-producing"
"3030",2005,"06",22185,"Goods-producing"
"3031",2005,"07",22205,"Goods-producing"
"3032",2005,"08",22228,"Goods-producing"
"3033",2005,"09",22226,"Goods-producing"
"3034",2005,"10",22292,"Goods-producing"
"3035",2005,"11",22357,"Goods-producing"
"3036",2005,"12",22376,"Goods-producing"
"3037",2006,"01",22467,"Goods-producing"
"3038",2006,"02",22535,"Goods-producing"
"3039",2006,"03",22572,"Goods-producing"
"3040",2006,"04",22631,"Goods-producing"
"3041",2006,"05",22597,"Goods-producing"
"3042",2006,"06",22598,"Goods-producing"
"3043",2006,"07",22590,"Goods-producing"
"3044",2006,"08",22572,"Goods-producing"
"3045",2006,"09",22537,"Goods-producing"
"3046",2006,"10",22456,"Goods-producing"
"3047",2006,"11",22408,"Goods-producing"
"3048",2006,"12",22405,"Goods-producing"
"3049",2007,"01",22439,"Goods-producing"
"3050",2007,"02",22334,"Goods-producing"
"3051",2007,"03",22391,"Goods-producing"
"3052",2007,"04",22350,"Goods-producing"
"3053",2007,"05",22323,"Goods-producing"
"3054",2007,"06",22323,"Goods-producing"
"3055",2007,"07",22277,"Goods-producing"
"3056",2007,"08",22165,"Goods-producing"
"3057",2007,"09",22093,"Goods-producing"
"3058",2007,"10",22056,"Goods-producing"
"3059",2007,"11",22015,"Goods-producing"
"3060",2007,"12",21976,"Goods-producing"
"3061",2008,"01",21947,"Goods-producing"
"3062",2008,"02",21897,"Goods-producing"
"3063",2008,"03",21820,"Goods-producing"
"3064",2008,"04",21681,"Goods-producing"
"3065",2008,"05",21599,"Goods-producing"
"3066",2008,"06",21483,"Goods-producing"
"3067",2008,"07",21360,"Goods-producing"
"3068",2008,"08",21250,"Goods-producing"
"3069",2008,"09",21101,"Goods-producing"
"3070",2008,"10",20895,"Goods-producing"
"3071",2008,"11",20623,"Goods-producing"
"3072",2008,"12",20322,"Goods-producing"
"3073",2009,"01",19889,"Goods-producing"
"3074",2009,"02",19575,"Goods-producing"
"3075",2009,"03",19227,"Goods-producing"
"3076",2009,"04",18894,"Goods-producing"
"3077",2009,"05",18655,"Goods-producing"
"3078",2009,"06",18422,"Goods-producing"
"3079",2009,"07",18278,"Goods-producing"
"3080",2009,"08",18151,"Goods-producing"
"3081",2009,"09",18043,"Goods-producing"
"3082",2009,"10",17915,"Goods-producing"
"3083",2009,"11",17869,"Goods-producing"
"3084",2009,"12",17792,"Goods-producing"
"3085",2010,"01",17707,"Goods-producing"
"3086",2010,"02",17627,"Goods-producing"
"3087",2010,"03",17672,"Goods-producing"
"3088",2010,"04",17729,"Goods-producing"
"3089",2010,"05",17742,"Goods-producing"
"3090",2010,"06",17763,"Goods-producing"
"3091",2010,"07",17777,"Goods-producing"
"3092",2010,"08",17793,"Goods-producing"
"3093",2010,"09",17787,"Goods-producing"
"3094",2010,"10",17801,"Goods-producing"
"3095",2010,"11",17827,"Goods-producing"
"3096",2010,"12",17796,"Goods-producing"
"3097",2011,"01",17784,"Goods-producing"
"3098",2011,"02",17844,"Goods-producing"
"3099",2011,"03",17906,"Goods-producing"
"3100",2011,"04",17957,"Goods-producing"
"3101",2011,"05",18007,"Goods-producing"
"3102",2011,"06",18045,"Goods-producing"
"3103",2011,"07",18094,"Goods-producing"
"3104",2011,"08",18120,"Goods-producing"
"3105",2011,"09",18167,"Goods-producing"
"3106",2011,"10",18188,"Goods-producing"
"3107",2011,"11",18187,"Goods-producing"
"3108",2011,"12",18244,"Goods-producing"
"3109",2012,"01",18304,"Goods-producing"
"3110",2012,"02",18334,"Goods-producing"
"3111",2012,"03",18372,"Goods-producing"
"3112",2012,"04",18384,"Goods-producing"
"3113",2012,"05",18386,"Goods-producing"
"3114",2012,"06",18411,"Goods-producing"
"3115",2012,"07",18447,"Goods-producing"
"3116",2012,"08",18459,"Goods-producing"
"3117",2012,"09",18461,"Goods-producing"
"3118",2012,"10",18472,"Goods-producing"
"3119",2012,"11",18477,"Goods-producing"
"3120",2012,"12",18532,"Goods-producing"
"3121",2013,"01",18580,"Goods-producing"
"3122",2013,"02",18638,"Goods-producing"
"3123",2013,"03",18660,"Goods-producing"
"3124",2013,"04",18653,"Goods-producing"
"3125",2013,"05",18691,"Goods-producing"
"3126",2013,"06",18724,"Goods-producing"
"3127",2013,"07",18705,"Goods-producing"
"3128",2013,"08",18756,"Goods-producing"
"3129",2013,"09",18810,"Goods-producing"
"3130",2013,"10",18857,"Goods-producing"
"3131",2013,"11",18911,"Goods-producing"
"3132",2013,"12",18881,"Goods-producing"
"3133",2014,"01",18937,"Goods-producing"
"3134",2014,"02",18988,"Goods-producing"
"3135",2014,"03",19037,"Goods-producing"
"3136",2014,"04",19104,"Goods-producing"
"3137",2014,"05",19142,"Goods-producing"
"3138",2014,"06",19195,"Goods-producing"
"3139",2014,"07",19264,"Goods-producing"
"3140",2014,"08",19316,"Goods-producing"
"3141",2014,"09",19371,"Goods-producing"
"3142",2014,"10",19419,"Goods-producing"
"3143",2014,"11",19456,"Goods-producing"
"3144",2014,"12",19481,"Goods-producing"
"3145",2015,"01",19500,"Goods-producing"
"3146",2015,"02",19537,"Goods-producing"
"3147",2015,"03",19505,"Goods-producing"
"3148",2015,"04",19553,"Goods-producing"
"3149",2015,"05",19580,"Goods-producing"
"3150",2015,"06",19591,"Goods-producing"
"3151",2015,"07",19626,"Goods-producing"
"3152",2015,"08",19629,"Goods-producing"
"3153",2015,"09",19641,"Goods-producing"
"3154",2015,"10",19680,"Goods-producing"
"3155",2015,"11",19711,"Goods-producing"
"3156",2015,"12",19738,"Goods-producing"
"3157",2016,"01",19730,"Goods-producing"
"3158",2016,"02",19728,"Goods-producing"
"3159",2016,"03",19716,"Goods-producing"
"3160",2016,"04",19728,"Goods-producing"
"3161",2016,"05",19689,"Goods-producing"
"3162",2016,"06",19709,"Goods-producing"
"3163",2016,"07",19757,"Goods-producing"
"3164",2016,"08",19732,"Goods-producing"
"3165",2016,"09",19762,"Goods-producing"
"3166",2016,"10",19789,"Goods-producing"
"3167",2016,"11",19808,"Goods-producing"
"3168",2016,"12",19825,"Goods-producing"
"3169",2017,"01",19865,"Goods-producing"
"3170",2017,"02",19928,"Goods-producing"
"3171",2017,"03",19964,"Goods-producing"
"3172",2017,"04",19985,"Goods-producing"
"3173",2017,"05",20007,"Goods-producing"
"3174",2017,"06",20050,"Goods-producing"
"3175",2017,"07",20056,"Goods-producing"
"3176",2017,"08",20135,"Goods-producing"
"3177",2017,"09",20161,"Goods-producing"
"3178",2017,"10",20206,"Goods-producing"
"3179",2017,"11",20273,"Goods-producing"
