"","year","period","value_emp","sexs_code","industry_text"
"5028",2010,"08","        1620",1,"Agriculture, forestry, fishing, and hunting"
"5029",2010,"09","        1615",1,"Agriculture, forestry, fishing, and hunting"
"5030",2010,"10","        1713",1,"Agriculture, forestry, fishing, and hunting"
"5031",2010,"11","        1614",1,"Agriculture, forestry, fishing, and hunting"
"5032",2010,"12","        1627",1,"Agriculture, forestry, fishing, and hunting"
"5033",2011,"01","        1714",1,"Agriculture, forestry, fishing, and hunting"
"5034",2011,"02","        1695",1,"Agriculture, forestry, fishing, and hunting"
"5035",2011,"03","        1718",1,"Agriculture, forestry, fishing, and hunting"
"5036",2011,"04","        1606",1,"Agriculture, forestry, fishing, and hunting"
"5037",2011,"05","        1694",1,"Agriculture, forestry, fishing, and hunting"
"5038",2011,"06","        1713",1,"Agriculture, forestry, fishing, and hunting"
"5039",2011,"07","        1704",1,"Agriculture, forestry, fishing, and hunting"
"5040",2011,"08","        1746",1,"Agriculture, forestry, fishing, and hunting"
"5041",2011,"09","        1678",1,"Agriculture, forestry, fishing, and hunting"
"5042",2011,"10","        1676",1,"Agriculture, forestry, fishing, and hunting"
"5043",2011,"11","        1695",1,"Agriculture, forestry, fishing, and hunting"
"5044",2011,"12","        1725",1,"Agriculture, forestry, fishing, and hunting"
"5045",2012,"01","        1644",1,"Agriculture, forestry, fishing, and hunting"
"5046",2012,"02","        1620",1,"Agriculture, forestry, fishing, and hunting"
"5047",2012,"03","        1653",1,"Agriculture, forestry, fishing, and hunting"
"5048",2012,"04","        1666",1,"Agriculture, forestry, fishing, and hunting"
"5049",2012,"05","        1716",1,"Agriculture, forestry, fishing, and hunting"
"5050",2012,"06","        1662",1,"Agriculture, forestry, fishing, and hunting"
"5051",2012,"07","        1653",1,"Agriculture, forestry, fishing, and hunting"
"5052",2012,"08","        1524",1,"Agriculture, forestry, fishing, and hunting"
"5053",2012,"09","        1598",1,"Agriculture, forestry, fishing, and hunting"
"5054",2012,"10","        1625",1,"Agriculture, forestry, fishing, and hunting"
"5055",2012,"11","        1585",1,"Agriculture, forestry, fishing, and hunting"
"5056",2012,"12","        1553",1,"Agriculture, forestry, fishing, and hunting"
"5057",2013,"01","        1573",1,"Agriculture, forestry, fishing, and hunting"
"5058",2013,"02","        1566",1,"Agriculture, forestry, fishing, and hunting"
"5059",2013,"03","        1506",1,"Agriculture, forestry, fishing, and hunting"
"5060",2013,"04","        1521",1,"Agriculture, forestry, fishing, and hunting"
"5061",2013,"05","        1593",1,"Agriculture, forestry, fishing, and hunting"
"5062",2013,"06","        1606",1,"Agriculture, forestry, fishing, and hunting"
"5063",2013,"07","        1706",1,"Agriculture, forestry, fishing, and hunting"
"5064",2013,"08","        1685",1,"Agriculture, forestry, fishing, and hunting"
"5065",2013,"09","        1679",1,"Agriculture, forestry, fishing, and hunting"
"5066",2013,"10","        1644",1,"Agriculture, forestry, fishing, and hunting"
"5067",2013,"11","        1565",1,"Agriculture, forestry, fishing, and hunting"
"5068",2013,"12","        1659",1,"Agriculture, forestry, fishing, and hunting"
"5069",2014,"01","        1630",1,"Agriculture, forestry, fishing, and hunting"
"5070",2014,"02","        1586",1,"Agriculture, forestry, fishing, and hunting"
"5071",2014,"03","        1583",1,"Agriculture, forestry, fishing, and hunting"
"5072",2014,"04","        1613",1,"Agriculture, forestry, fishing, and hunting"
"5073",2014,"05","        1546",1,"Agriculture, forestry, fishing, and hunting"
"5074",2014,"06","        1652",1,"Agriculture, forestry, fishing, and hunting"
"5075",2014,"07","        1662",1,"Agriculture, forestry, fishing, and hunting"
"5076",2014,"08","        1734",1,"Agriculture, forestry, fishing, and hunting"
"5077",2014,"09","        1824",1,"Agriculture, forestry, fishing, and hunting"
"5078",2014,"10","        1791",1,"Agriculture, forestry, fishing, and hunting"
"5079",2014,"11","        1813",1,"Agriculture, forestry, fishing, and hunting"
"5080",2014,"12","        1775",1,"Agriculture, forestry, fishing, and hunting"
"5081",2015,"01","        1810",1,"Agriculture, forestry, fishing, and hunting"
"5082",2015,"02","        1844",1,"Agriculture, forestry, fishing, and hunting"
"5083",2015,"03","        1884",1,"Agriculture, forestry, fishing, and hunting"
"5084",2015,"04","        1717",1,"Agriculture, forestry, fishing, and hunting"
"5085",2015,"05","        1797",1,"Agriculture, forestry, fishing, and hunting"
"5086",2015,"06","        1905",1,"Agriculture, forestry, fishing, and hunting"
"5087",2015,"07","        1836",1,"Agriculture, forestry, fishing, and hunting"
"5088",2015,"08","        1803",1,"Agriculture, forestry, fishing, and hunting"
"5089",2015,"09","        1830",1,"Agriculture, forestry, fishing, and hunting"
"5090",2015,"10","        1841",1,"Agriculture, forestry, fishing, and hunting"
"5091",2015,"11","        1825",1,"Agriculture, forestry, fishing, and hunting"
"5092",2015,"12","        1820",1,"Agriculture, forestry, fishing, and hunting"
"5093",2016,"01","        1783",1,"Agriculture, forestry, fishing, and hunting"
"5094",2016,"02","        1829",1,"Agriculture, forestry, fishing, and hunting"
"5095",2016,"03","        1918",1,"Agriculture, forestry, fishing, and hunting"
"5096",2016,"04","        1923",1,"Agriculture, forestry, fishing, and hunting"
"5097",2016,"05","        1941",1,"Agriculture, forestry, fishing, and hunting"
"5098",2016,"06","        1871",1,"Agriculture, forestry, fishing, and hunting"
"5099",2016,"07","        1813",1,"Agriculture, forestry, fishing, and hunting"
"5100",2016,"08","        1882",1,"Agriculture, forestry, fishing, and hunting"
"5101",2016,"09","        1845",1,"Agriculture, forestry, fishing, and hunting"
"5102",2016,"10","        1767",1,"Agriculture, forestry, fishing, and hunting"
"5103",2016,"11","        1776",1,"Agriculture, forestry, fishing, and hunting"
"5104",2016,"12","        1710",1,"Agriculture, forestry, fishing, and hunting"
"5105",2017,"01","        1824",1,"Agriculture, forestry, fishing, and hunting"
"5106",2017,"02","        1848",1,"Agriculture, forestry, fishing, and hunting"
"5107",2017,"03","        1867",1,"Agriculture, forestry, fishing, and hunting"
"5108",2017,"04","        1968",1,"Agriculture, forestry, fishing, and hunting"
"5109",2017,"05","        1811",1,"Agriculture, forestry, fishing, and hunting"
"5110",2017,"06","        1809",1,"Agriculture, forestry, fishing, and hunting"
"5111",2017,"07","        1769",1,"Agriculture, forestry, fishing, and hunting"
"5112",2017,"08","        1805",1,"Agriculture, forestry, fishing, and hunting"
"5113",2017,"09","        1796",1,"Agriculture, forestry, fishing, and hunting"
"5114",2017,"10","        1905",1,"Agriculture, forestry, fishing, and hunting"
"5115",2017,"11","        1865",1,"Agriculture, forestry, fishing, and hunting"
"5116",2017,"12","        1872",1,"Agriculture, forestry, fishing, and hunting"
"5117",2018,"01","        1818",1,"Agriculture, forestry, fishing, and hunting"
"5118",2018,"02","        1833",1,"Agriculture, forestry, fishing, and hunting"
"5119",2018,"03","        1671",1,"Agriculture, forestry, fishing, and hunting"
"5120",2018,"04","        1749",1,"Agriculture, forestry, fishing, and hunting"
"5121",2018,"05","        1777",1,"Agriculture, forestry, fishing, and hunting"
"5122",2018,"06","        1791",1,"Agriculture, forestry, fishing, and hunting"
"5123",2018,"07","        1819",1,"Agriculture, forestry, fishing, and hunting"
"5124",2018,"08","        1693",1,"Agriculture, forestry, fishing, and hunting"
"5125",2018,"09","        1801",1,"Agriculture, forestry, fishing, and hunting"
"5126",2018,"10","        1812",1,"Agriculture, forestry, fishing, and hunting"
"5127",2018,"11","        1927",1,"Agriculture, forestry, fishing, and hunting"
"5128",2018,"12","        1882",1,"Agriculture, forestry, fishing, and hunting"
"5129",2019,"01","        1913",1,"Agriculture, forestry, fishing, and hunting"
"5130",2019,"02","        1809",1,"Agriculture, forestry, fishing, and hunting"
"5131",2019,"03","        1744",1,"Agriculture, forestry, fishing, and hunting"
"5132",2019,"04","        1793",1,"Agriculture, forestry, fishing, and hunting"
"5133",2019,"05","        1828",1,"Agriculture, forestry, fishing, and hunting"
"5134",2019,"06","        1757",1,"Agriculture, forestry, fishing, and hunting"
"5135",2019,"07","        1811",1,"Agriculture, forestry, fishing, and hunting"
"5136",2019,"08","        1746",1,"Agriculture, forestry, fishing, and hunting"
"5137",2019,"09","        1753",1,"Agriculture, forestry, fishing, and hunting"
"5138",2019,"10","        1748",1,"Agriculture, forestry, fishing, and hunting"
"5139",2019,"11","        1723",1,"Agriculture, forestry, fishing, and hunting"
"5140",2019,"12","        1862",1,"Agriculture, forestry, fishing, and hunting"
"5141",2020,"01","        1775",1,"Agriculture, forestry, fishing, and hunting"
"5142",2020,"02","        1760",1,"Agriculture, forestry, fishing, and hunting"
"5143",2020,"03","        1727",1,"Agriculture, forestry, fishing, and hunting"
"5144",2020,"04","        1773",1,"Agriculture, forestry, fishing, and hunting"
"5145",2020,"05","        1724",1,"Agriculture, forestry, fishing, and hunting"
"5146",2020,"06","        1684",1,"Agriculture, forestry, fishing, and hunting"
"5147",2020,"07","        1534",1,"Agriculture, forestry, fishing, and hunting"
"5148",2008,"01","        1684",1,"Agriculture, forestry, fishing, and hunting"
"5149",2008,"02","        1682",1,"Agriculture, forestry, fishing, and hunting"
"5150",2008,"03","        1684",1,"Agriculture, forestry, fishing, and hunting"
"5151",2008,"04","        1608",1,"Agriculture, forestry, fishing, and hunting"
"5152",2008,"05","        1612",1,"Agriculture, forestry, fishing, and hunting"
"5153",2008,"06","        1649",1,"Agriculture, forestry, fishing, and hunting"
"5154",2008,"07","        1605",1,"Agriculture, forestry, fishing, and hunting"
"5155",2008,"08","        1660",1,"Agriculture, forestry, fishing, and hunting"
"5156",2007,"08","        1463",1,"Agriculture, forestry, fishing, and hunting"
"5157",2007,"09","        1611",1,"Agriculture, forestry, fishing, and hunting"
"5158",2007,"10","        1658",1,"Agriculture, forestry, fishing, and hunting"
"5159",2007,"11","        1685",1,"Agriculture, forestry, fishing, and hunting"
"5160",2007,"12","        1707",1,"Agriculture, forestry, fishing, and hunting"
"5161",2009,"02","        1618",1,"Agriculture, forestry, fishing, and hunting"
"5162",2009,"03","        1585",1,"Agriculture, forestry, fishing, and hunting"
"5163",2009,"04","        1646",1,"Agriculture, forestry, fishing, and hunting"
"5164",2009,"05","        1669",1,"Agriculture, forestry, fishing, and hunting"
"5165",2005,"10","        1634",1,"Agriculture, forestry, fishing, and hunting"
"5166",2005,"11","        1602",1,"Agriculture, forestry, fishing, and hunting"
"5167",2005,"12","        1581",1,"Agriculture, forestry, fishing, and hunting"
"5168",2006,"01","        1632",1,"Agriculture, forestry, fishing, and hunting"
"5169",2008,"09","        1723",1,"Agriculture, forestry, fishing, and hunting"
"5170",2008,"10","        1630",1,"Agriculture, forestry, fishing, and hunting"
"5171",2008,"11","        1639",1,"Agriculture, forestry, fishing, and hunting"
"5172",2008,"12","        1648",1,"Agriculture, forestry, fishing, and hunting"
"5173",2009,"01","        1604",1,"Agriculture, forestry, fishing, and hunting"
"5174",2010,"02","        1761",1,"Agriculture, forestry, fishing, and hunting"
"5175",2009,"06","        1653",1,"Agriculture, forestry, fishing, and hunting"
"5176",2009,"07","        1615",1,"Agriculture, forestry, fishing, and hunting"
"5177",2009,"08","        1565",1,"Agriculture, forestry, fishing, and hunting"
"5178",2006,"02","        1639",1,"Agriculture, forestry, fishing, and hunting"
"5179",2006,"03","        1659",1,"Agriculture, forestry, fishing, and hunting"
"5180",2006,"04","        1688",1,"Agriculture, forestry, fishing, and hunting"
"5181",2006,"05","        1642",1,"Agriculture, forestry, fishing, and hunting"
"5182",2006,"06","        1680",1,"Agriculture, forestry, fishing, and hunting"
"5183",2009,"09","        1552",1,"Agriculture, forestry, fishing, and hunting"
"5184",2009,"10","        1551",1,"Agriculture, forestry, fishing, and hunting"
"5185",2009,"11","        1615",1,"Agriculture, forestry, fishing, and hunting"
"5186",2009,"12","        1612",1,"Agriculture, forestry, fishing, and hunting"
"5187",2010,"01","        1619",1,"Agriculture, forestry, fishing, and hunting"
"5188",2010,"05","         540",2,"Agriculture, forestry, fishing, and hunting"
"5189",2010,"06","         524",2,"Agriculture, forestry, fishing, and hunting"
"5190",2010,"07","         535",2,"Agriculture, forestry, fishing, and hunting"
"5191",2010,"04","         520",2,"Agriculture, forestry, fishing, and hunting"
"5192",2013,"07","         513",2,"Agriculture, forestry, fishing, and hunting"
"5193",2013,"08","         522",2,"Agriculture, forestry, fishing, and hunting"
"5194",2013,"09","         520",2,"Agriculture, forestry, fishing, and hunting"
"5195",2010,"03","         517",2,"Agriculture, forestry, fishing, and hunting"
"5196",2010,"08","         538",2,"Agriculture, forestry, fishing, and hunting"
"5197",2010,"09","         548",2,"Agriculture, forestry, fishing, and hunting"
"5198",2010,"10","         604",2,"Agriculture, forestry, fishing, and hunting"
"5199",2013,"10","         547",2,"Agriculture, forestry, fishing, and hunting"
"5200",2013,"06","         504",2,"Agriculture, forestry, fishing, and hunting"
"5201",2011,"04","         527",2,"Agriculture, forestry, fishing, and hunting"
"5202",2011,"05","         554",2,"Agriculture, forestry, fishing, and hunting"
"5203",2011,"06","         552",2,"Agriculture, forestry, fishing, and hunting"
"5204",2011,"07","         534",2,"Agriculture, forestry, fishing, and hunting"
"5205",2013,"11","         549",2,"Agriculture, forestry, fishing, and hunting"
"5206",2013,"12","         560",2,"Agriculture, forestry, fishing, and hunting"
"5207",2003,"12","         549",2,"Agriculture, forestry, fishing, and hunting"
"5208",2004,"01","         552",2,"Agriculture, forestry, fishing, and hunting"
"5209",2010,"11","         571",2,"Agriculture, forestry, fishing, and hunting"
"5210",2010,"12","         526",2,"Agriculture, forestry, fishing, and hunting"
"5211",2011,"01","         557",2,"Agriculture, forestry, fishing, and hunting"
"5212",2011,"02","         566",2,"Agriculture, forestry, fishing, and hunting"
"5213",2011,"03","         561",2,"Agriculture, forestry, fishing, and hunting"
"5214",2012,"05","         593",2,"Agriculture, forestry, fishing, and hunting"
"5215",2012,"06","         570",2,"Agriculture, forestry, fishing, and hunting"
"5216",2012,"07","         579",2,"Agriculture, forestry, fishing, and hunting"
"5217",2012,"08","         573",2,"Agriculture, forestry, fishing, and hunting"
"5218",2011,"08","         593",2,"Agriculture, forestry, fishing, and hunting"
"5219",2011,"09","         562",2,"Agriculture, forestry, fishing, and hunting"
"5220",2011,"10","         522",2,"Agriculture, forestry, fishing, and hunting"
"5221",2011,"11","         544",2,"Agriculture, forestry, fishing, and hunting"
"5222",2011,"12","         607",2,"Agriculture, forestry, fishing, and hunting"
"5223",2012,"01","         564",2,"Agriculture, forestry, fishing, and hunting"
"5224",2012,"02","         572",2,"Agriculture, forestry, fishing, and hunting"
"5225",2012,"03","         602",2,"Agriculture, forestry, fishing, and hunting"
"5226",2012,"04","         521",2,"Agriculture, forestry, fishing, and hunting"
"5227",2006,"09","         542",2,"Agriculture, forestry, fishing, and hunting"
"5228",2006,"10","         506",2,"Agriculture, forestry, fishing, and hunting"
"5229",2006,"11","         501",2,"Agriculture, forestry, fishing, and hunting"
"5230",2006,"12","         507",2,"Agriculture, forestry, fishing, and hunting"
"5231",2007,"01","         470",2,"Agriculture, forestry, fishing, and hunting"
"5232",2007,"02","         530",2,"Agriculture, forestry, fishing, and hunting"
"5233",2007,"03","         573",2,"Agriculture, forestry, fishing, and hunting"
"5234",2007,"04","         537",2,"Agriculture, forestry, fishing, and hunting"
"5235",2007,"05","         490",2,"Agriculture, forestry, fishing, and hunting"
"5236",2004,"02","         512",2,"Agriculture, forestry, fishing, and hunting"
"5237",2004,"03","         553",2,"Agriculture, forestry, fishing, and hunting"
"5238",2004,"04","         540",2,"Agriculture, forestry, fishing, and hunting"
"5239",2004,"05","         569",2,"Agriculture, forestry, fishing, and hunting"
"5240",2004,"06","         547",2,"Agriculture, forestry, fishing, and hunting"
"5241",2004,"07","         523",2,"Agriculture, forestry, fishing, and hunting"
"5242",2004,"08","         554",2,"Agriculture, forestry, fishing, and hunting"
"5243",2004,"09","         529",2,"Agriculture, forestry, fishing, and hunting"
"5244",2004,"10","         560",2,"Agriculture, forestry, fishing, and hunting"
"5245",2004,"11","         545",2,"Agriculture, forestry, fishing, and hunting"
"5246",2004,"12","         564",2,"Agriculture, forestry, fishing, and hunting"
"5247",2005,"01","         494",2,"Agriculture, forestry, fishing, and hunting"
"5248",2005,"02","         514",2,"Agriculture, forestry, fishing, and hunting"
"5249",2005,"03","         531",2,"Agriculture, forestry, fishing, and hunting"
"5250",2005,"04","         569",2,"Agriculture, forestry, fishing, and hunting"
"5251",2005,"05","         556",2,"Agriculture, forestry, fishing, and hunting"
"5252",2005,"06","         561",2,"Agriculture, forestry, fishing, and hunting"
"5253",2005,"07","         542",2,"Agriculture, forestry, fishing, and hunting"
"5254",2005,"08","         539",2,"Agriculture, forestry, fishing, and hunting"
"5255",2005,"09","         566",2,"Agriculture, forestry, fishing, and hunting"
"5256",2005,"10","         547",2,"Agriculture, forestry, fishing, and hunting"
"5257",2005,"11","         575",2,"Agriculture, forestry, fishing, and hunting"
"5258",2012,"09","         578",2,"Agriculture, forestry, fishing, and hunting"
"5259",2012,"10","         540",2,"Agriculture, forestry, fishing, and hunting"
"5260",2012,"11","         526",2,"Agriculture, forestry, fishing, and hunting"
"5261",2012,"12","         500",2,"Agriculture, forestry, fishing, and hunting"
"5262",2013,"01","         485",2,"Agriculture, forestry, fishing, and hunting"
"5263",2013,"02","         501",2,"Agriculture, forestry, fishing, and hunting"
"5264",2013,"03","         495",2,"Agriculture, forestry, fishing, and hunting"
"5265",2013,"04","         504",2,"Agriculture, forestry, fishing, and hunting"
"5266",2013,"05","         521",2,"Agriculture, forestry, fishing, and hunting"
"5267",2010,"01","         518",2,"Agriculture, forestry, fishing, and hunting"
"5268",2010,"02","         539",2,"Agriculture, forestry, fishing, and hunting"
"5269",2000,"01","         633",2,"Agriculture, forestry, fishing, and hunting"
"5270",2000,"02","         654",2,"Agriculture, forestry, fishing, and hunting"
"5271",2000,"03","         665",2,"Agriculture, forestry, fishing, and hunting"
"5272",2000,"04","         674",2,"Agriculture, forestry, fishing, and hunting"
"5273",2000,"05","         658",2,"Agriculture, forestry, fishing, and hunting"
"5274",2000,"06","         639",2,"Agriculture, forestry, fishing, and hunting"
"5275",2000,"07","         556",2,"Agriculture, forestry, fishing, and hunting"
"5276",2000,"08","         612",2,"Agriculture, forestry, fishing, and hunting"
"5277",2000,"09","         509",2,"Agriculture, forestry, fishing, and hunting"
"5278",2000,"10","         502",2,"Agriculture, forestry, fishing, and hunting"
"5279",2000,"11","         570",2,"Agriculture, forestry, fishing, and hunting"
"5280",2000,"12","         575",2,"Agriculture, forestry, fishing, and hunting"
"5281",2001,"01","         569",2,"Agriculture, forestry, fishing, and hunting"
"5282",2001,"02","         568",2,"Agriculture, forestry, fishing, and hunting"
"5283",2001,"03","         565",2,"Agriculture, forestry, fishing, and hunting"
"5284",2001,"04","         590",2,"Agriculture, forestry, fishing, and hunting"
"5285",2001,"05","         602",2,"Agriculture, forestry, fishing, and hunting"
"5286",2001,"06","         567",2,"Agriculture, forestry, fishing, and hunting"
"5287",2001,"07","         597",2,"Agriculture, forestry, fishing, and hunting"
"5288",2001,"08","         605",2,"Agriculture, forestry, fishing, and hunting"
"5289",2001,"09","         617",2,"Agriculture, forestry, fishing, and hunting"
"5290",2001,"10","         606",2,"Agriculture, forestry, fishing, and hunting"
"5291",2001,"11","         581",2,"Agriculture, forestry, fishing, and hunting"
"5292",2001,"12","         609",2,"Agriculture, forestry, fishing, and hunting"
"5293",2002,"01","         625",2,"Agriculture, forestry, fishing, and hunting"
"5294",2002,"02","         631",2,"Agriculture, forestry, fishing, and hunting"
"5295",2002,"03","         625",2,"Agriculture, forestry, fishing, and hunting"
"5296",2002,"04","         591",2,"Agriculture, forestry, fishing, and hunting"
"5297",2002,"05","         572",2,"Agriculture, forestry, fishing, and hunting"
"5298",2002,"06","         543",2,"Agriculture, forestry, fishing, and hunting"
"5299",2002,"07","         591",2,"Agriculture, forestry, fishing, and hunting"
"5300",2002,"08","         526",2,"Agriculture, forestry, fishing, and hunting"
"5301",2002,"09","         573",2,"Agriculture, forestry, fishing, and hunting"
"5302",2002,"10","         608",2,"Agriculture, forestry, fishing, and hunting"
"5303",2002,"11","         593",2,"Agriculture, forestry, fishing, and hunting"
"5304",2002,"12","         589",2,"Agriculture, forestry, fishing, and hunting"
"5305",2003,"01","         645",2,"Agriculture, forestry, fishing, and hunting"
"5306",2003,"02","         605",2,"Agriculture, forestry, fishing, and hunting"
"5307",2003,"03","         588",2,"Agriculture, forestry, fishing, and hunting"
"5308",2003,"04","         558",2,"Agriculture, forestry, fishing, and hunting"
"5309",2003,"05","         568",2,"Agriculture, forestry, fishing, and hunting"
"5310",2003,"06","         572",2,"Agriculture, forestry, fishing, and hunting"
"5311",2003,"07","         566",2,"Agriculture, forestry, fishing, and hunting"
"5312",2003,"08","         618",2,"Agriculture, forestry, fishing, and hunting"
"5313",2003,"09","         550",2,"Agriculture, forestry, fishing, and hunting"
"5314",2003,"10","         584",2,"Agriculture, forestry, fishing, and hunting"
"5315",2003,"11","         562",2,"Agriculture, forestry, fishing, and hunting"
"5316",2014,"01","         545",2,"Agriculture, forestry, fishing, and hunting"
"5317",2014,"02","         550",2,"Agriculture, forestry, fishing, and hunting"
"5318",2014,"03","         512",2,"Agriculture, forestry, fishing, and hunting"
"5319",2014,"04","         505",2,"Agriculture, forestry, fishing, and hunting"
"5320",2014,"05","         512",2,"Agriculture, forestry, fishing, and hunting"
"5321",2014,"06","         504",2,"Agriculture, forestry, fishing, and hunting"
"5322",2014,"07","         549",2,"Agriculture, forestry, fishing, and hunting"
"5323",2014,"08","         554",2,"Agriculture, forestry, fishing, and hunting"
"5324",2014,"09","         578",2,"Agriculture, forestry, fishing, and hunting"
"5325",2014,"10","         634",2,"Agriculture, forestry, fishing, and hunting"
"5326",2014,"11","         582",2,"Agriculture, forestry, fishing, and hunting"
"5327",2014,"12","         594",2,"Agriculture, forestry, fishing, and hunting"
"5328",2015,"01","         622",2,"Agriculture, forestry, fishing, and hunting"
"5329",2015,"02","         579",2,"Agriculture, forestry, fishing, and hunting"
"5330",2015,"03","         600",2,"Agriculture, forestry, fishing, and hunting"
"5331",2015,"04","         631",2,"Agriculture, forestry, fishing, and hunting"
"5332",2015,"05","         590",2,"Agriculture, forestry, fishing, and hunting"
"5333",2015,"06","         634",2,"Agriculture, forestry, fishing, and hunting"
"5334",2015,"07","         589",2,"Agriculture, forestry, fishing, and hunting"
"5335",2015,"08","         564",2,"Agriculture, forestry, fishing, and hunting"
"5336",2015,"09","         573",2,"Agriculture, forestry, fishing, and hunting"
"5337",2015,"10","         592",2,"Agriculture, forestry, fishing, and hunting"
"5338",2015,"11","         585",2,"Agriculture, forestry, fishing, and hunting"
"5339",2005,"12","         515",2,"Agriculture, forestry, fishing, and hunting"
"5340",2006,"01","         504",2,"Agriculture, forestry, fishing, and hunting"
"5341",2006,"02","         525",2,"Agriculture, forestry, fishing, and hunting"
"5342",2006,"03","         498",2,"Agriculture, forestry, fishing, and hunting"
"5343",2006,"04","         560",2,"Agriculture, forestry, fishing, and hunting"
"5344",2006,"05","         553",2,"Agriculture, forestry, fishing, and hunting"
"5345",2006,"06","         597",2,"Agriculture, forestry, fishing, and hunting"
"5346",2006,"07","         573",2,"Agriculture, forestry, fishing, and hunting"
"5347",2006,"08","         623",2,"Agriculture, forestry, fishing, and hunting"
"5348",2016,"09","         626",2,"Agriculture, forestry, fishing, and hunting"
"5349",2016,"10","         567",2,"Agriculture, forestry, fishing, and hunting"
"5350",2016,"11","         617",2,"Agriculture, forestry, fishing, and hunting"
"5351",2016,"12","         597",2,"Agriculture, forestry, fishing, and hunting"
"5352",2017,"01","         573",2,"Agriculture, forestry, fishing, and hunting"
"5353",2017,"02","         590",2,"Agriculture, forestry, fishing, and hunting"
"5354",2017,"03","         635",2,"Agriculture, forestry, fishing, and hunting"
"5355",2017,"04","         685",2,"Agriculture, forestry, fishing, and hunting"
"5356",2017,"05","         699",2,"Agriculture, forestry, fishing, and hunting"
"5357",2007,"06","         485",2,"Agriculture, forestry, fishing, and hunting"
"5358",2007,"07","         496",2,"Agriculture, forestry, fishing, and hunting"
"5359",2007,"08","         416",2,"Agriculture, forestry, fishing, and hunting"
"5360",2007,"09","         492",2,"Agriculture, forestry, fishing, and hunting"
"5361",2007,"10","         456",2,"Agriculture, forestry, fishing, and hunting"
"5362",2007,"11","         458",2,"Agriculture, forestry, fishing, and hunting"
"5363",2007,"12","         499",2,"Agriculture, forestry, fishing, and hunting"
"5364",2008,"01","         515",2,"Agriculture, forestry, fishing, and hunting"
"5365",2008,"02","         494",2,"Agriculture, forestry, fishing, and hunting"
"5366",2008,"03","         497",2,"Agriculture, forestry, fishing, and hunting"
"5367",2008,"04","         494",2,"Agriculture, forestry, fishing, and hunting"
"5368",2008,"05","         491",2,"Agriculture, forestry, fishing, and hunting"
"5369",2008,"06","         496",2,"Agriculture, forestry, fishing, and hunting"
"5370",2008,"07","         531",2,"Agriculture, forestry, fishing, and hunting"
"5371",2008,"08","         500",2,"Agriculture, forestry, fishing, and hunting"
"5372",2008,"09","         512",2,"Agriculture, forestry, fishing, and hunting"
"5373",2008,"10","         559",2,"Agriculture, forestry, fishing, and hunting"
"5374",2008,"11","         569",2,"Agriculture, forestry, fishing, and hunting"
"5375",2008,"12","         559",2,"Agriculture, forestry, fishing, and hunting"
"5376",2009,"01","         549",2,"Agriculture, forestry, fishing, and hunting"
"5377",2009,"02","         498",2,"Agriculture, forestry, fishing, and hunting"
"5378",2009,"03","         461",2,"Agriculture, forestry, fishing, and hunting"
"5379",2009,"04","         483",2,"Agriculture, forestry, fishing, and hunting"
"5380",2009,"05","         472",2,"Agriculture, forestry, fishing, and hunting"
"5381",2009,"06","         525",2,"Agriculture, forestry, fishing, and hunting"
"5382",2009,"07","         516",2,"Agriculture, forestry, fishing, and hunting"
"5383",2009,"08","         532",2,"Agriculture, forestry, fishing, and hunting"
"5384",2009,"09","         486",2,"Agriculture, forestry, fishing, and hunting"
"5385",2009,"10","         480",2,"Agriculture, forestry, fishing, and hunting"
"5386",2009,"11","         484",2,"Agriculture, forestry, fishing, and hunting"
"5387",2009,"12","         452",2,"Agriculture, forestry, fishing, and hunting"
"5388",2020,"01","         651",2,"Agriculture, forestry, fishing, and hunting"
"5389",2020,"02","         717",2,"Agriculture, forestry, fishing, and hunting"
"5390",2020,"03","         679",2,"Agriculture, forestry, fishing, and hunting"
"5391",2020,"04","         655",2,"Agriculture, forestry, fishing, and hunting"
"5392",2020,"05","         628",2,"Agriculture, forestry, fishing, and hunting"
"5393",2020,"06","         616",2,"Agriculture, forestry, fishing, and hunting"
"5394",2020,"07","         588",2,"Agriculture, forestry, fishing, and hunting"
"5395",2018,"03","         669",2,"Agriculture, forestry, fishing, and hunting"
"5396",2018,"04","         563",2,"Agriculture, forestry, fishing, and hunting"
"5397",2018,"05","         582",2,"Agriculture, forestry, fishing, and hunting"
"5398",2018,"06","         602",2,"Agriculture, forestry, fishing, and hunting"
"5399",2017,"06","         661",2,"Agriculture, forestry, fishing, and hunting"
"5400",2017,"07","         592",2,"Agriculture, forestry, fishing, and hunting"
"5401",2017,"08","         569",2,"Agriculture, forestry, fishing, and hunting"
"5402",2017,"09","         530",2,"Agriculture, forestry, fishing, and hunting"
"5403",2017,"10","         580",2,"Agriculture, forestry, fishing, and hunting"
"5404",2017,"11","         603",2,"Agriculture, forestry, fishing, and hunting"
"5405",2017,"12","         612",2,"Agriculture, forestry, fishing, and hunting"
"5406",2018,"01","         627",2,"Agriculture, forestry, fishing, and hunting"
"5407",2018,"02","         609",2,"Agriculture, forestry, fishing, and hunting"
"5408",2015,"12","         600",2,"Agriculture, forestry, fishing, and hunting"
"5409",2016,"01","         603",2,"Agriculture, forestry, fishing, and hunting"
"5410",2016,"02","         631",2,"Agriculture, forestry, fishing, and hunting"
