year,period,industry_text,value_earnings,value_jo,value_hi,value_ts,value_qu,value_dl,turnover,growth
2010,1,"Trade, transportation, and utilities",24476,451,790,757,343,338,high_turnover,high_growth
2010,2,Construction,5500,65,282,355,83,256,medium_turnover,low_growth
2010,2,Education and health services,19839,521,475,458,239,188,high_turnover,high_growth
2010,2,Financial activities,7724,149,168,174,73,66,low_turnover,low_growth
2010,2,Government,22476,348,284,303,116,123,low_turnover,medium_growth
2010,2,Information,2737,73,56,55,27,23,low_turnover,low_growth
2010,2,Leisure and hospitality,12927,266,613,620,374,226,high_turnover,medium_growth
2010,2,Manufacturing,11453,157,256,267,105,147,low_turnover,low_growth
2010,2,Mining and logging,674,12,24,17,8,8,low_turnover,low_growth
2010,2,Other services,5316,161,154,167,67,92,low_turnover,low_growth
2010,2,Professional and business services,16591,430,767,761,322,388,high_turnover,high_growth
2010,2,Retail trade,14397.1,343,549,552,328,173,high_turnover,medium_growth
2010,2,Total private,107222,2303,3580,3675,1718,1694,high_turnover,high_growth
2010,2,"Trade, transportation, and utilities",24461,468,786,801,419,300,high_turnover,high_growth
2010,3,Construction,5537,86,416,361,83,259,medium_turnover,medium_growth
2010,3,Education and health services,19896,528,522,459,243,176,high_turnover,high_growth
2010,3,Financial activities,7708,162,155,172,76,70,low_turnover,low_growth
2010,3,Government,22518,422,344,303,110,135,low_turnover,medium_growth
2010,3,Information,2718,51,55,77,46,24,low_turnover,low_growth
2010,3,Leisure and hospitality,12943,239,676,644,367,260,high_turnover,medium_growth
2010,3,Manufacturing,11453,153,257,263,86,153,low_turnover,low_growth
2010,3,Mining and logging,682,11,23,17,8,8,low_turnover,low_growth
2010,3,Other services,5329,136,168,154,86,66,low_turnover,low_growth
2010,3,Professional and business services,16574,390,771,760,340,363,high_turnover,high_growth
2010,3,Retail trade,14446.7,348,669,636,307,303,high_turnover,medium_growth
2010,3,Total private,107361,2257,3959,3769,1744,1781,high_turnover,high_growth
2010,3,"Trade, transportation, and utilities",24521,500,915,863,409,401,high_turnover,high_growth
2010,4,Construction,5553,101,361,350,64,262,medium_turnover,low_growth
2010,4,Education and health services,19902,521,474,467,286,154,medium_turnover,high_growth
2010,4,Financial activities,7708,234,182,188,95,65,low_turnover,low_growth
2010,4,Government,22569,631,338,307,105,134,low_turnover,medium_growth
2010,4,Information,2715,80,48,49,23,23,low_turnover,low_growth
2010,4,Leisure and hospitality,12979,283,678,639,365,251,high_turnover,medium_growth
2010,4,Manufacturing,11489,191,278,246,89,135,low_turnover,low_growth
2010,4,Mining and logging,687,19,24,16,7,7,low_turnover,low_growth
2010,4,Other services,5335,197,154,146,82,54,low_turnover,low_growth
2010,4,Professional and business services,16666,513,806,738,352,344,high_turnover,high_growth
2010,4,Retail trade,14427.2,294,563,573,326,208,high_turnover,medium_growth
2010,4,Total private,107541,2587,3820,3641,1793,1610,high_turnover,high_growth
2010,4,"Trade, transportation, and utilities",24507,448,815,801,430,315,high_turnover,high_growth
2010,5,Construction,5520,88,307,347,60,278,medium_turnover,low_growth
2010,5,Education and health services,19934,510,469,422,239,156,medium_turnover,high_growth
2010,5,Financial activities,7699,214,171,191,88,84,low_turnover,low_growth
2010,5,Government,22996,398,735,311,98,151,low_turnover,high_growth
2010,5,Information,2709,78,49,59,22,34,low_turnover,low_growth
2010,5,Leisure and hospitality,13012,312,641,622,357,240,high_turnover,medium_growth
2010,5,Manufacturing,11525,190,254,221,85,115,low_turnover,low_growth
2010,5,Mining and logging,697,17,28,18,7,9,low_turnover,low_growth
2010,5,Other services,5330,122,172,182,100,73,low_turnover,low_growth
2010,5,Professional and business services,16702,603,791,759,337,329,high_turnover,high_growth
2010,5,Retail trade,14438.6,323,549,536,324,167,medium_turnover,medium_growth
2010,5,Total private,107654,2622,3686,3600,1715,1611,high_turnover,high_growth
2010,5,"Trade, transportation, and utilities",24526,486,803,778,421,292,high_turnover,high_growth
2010,6,Construction,5516,83,279,297,62,225,medium_turnover,low_growth
2010,6,Education and health services,19955,458,505,489,263,181,high_turnover,high_growth
2010,6,Financial activities,7688,195,183,186,108,49,low_turnover,low_growth
2010,6,Government,22740,301,278,552,133,354,medium_turnover,medium_growth
2010,6,Information,2703,56,51,58,27,24,low_turnover,low_growth
2010,6,Leisure and hospitality,13034,329,637,658,327,312,high_turnover,medium_growth
2010,6,Manufacturing,11545,210,261,245,98,130,low_turnover,low_growth
2010,6,Mining and logging,702,13,21,18,8,7,low_turnover,low_growth
2010,6,Other services,5315,111,169,181,89,73,low_turnover,low_growth
2010,6,Professional and business services,16764,582,867,798,374,373,high_turnover,high_growth
2010,6,Retail trade,14442.1,314,584,586,318,222,high_turnover,medium_growth
2010,6,Total private,107771,2511,3833,3756,1778,1708,high_turnover,high_growth
2010,6,"Trade, transportation, and utilities",24549,474,860,826,422,334,high_turnover,high_growth
2010,7,Construction,5508,113,336,347,69,263,medium_turnover,low_growth
2010,7,Education and health services,19980,543,540,507,241,224,high_turnover,high_growth
2010,7,Financial activities,7677,212,167,190,91,74,low_turnover,low_growth
2010,7,Government,22569,321,281,440,112,263,medium_turnover,medium_growth
2010,7,Information,2703,98,54,57,26,27,low_turnover,low_growth
2010,7,Leisure and hospitality,13048,323,668,706,336,326,high_turnover,medium_growth
2010,7,Manufacturing,11561,241,272,259,84,153,low_turnover,low_growth
2010,7,Mining and logging,708,12,24,17,8,7,low_turnover,low_growth
2010,7,Other services,5326,159,151,137,72,59,low_turnover,low_growth
2010,7,Professional and business services,16773,621,815,797,325,428,high_turnover,high_growth
2010,7,Retail trade,14449.2,324,585,579,328,212,high_turnover,medium_growth
2010,7,Total private,107858,2806,3882,3859,1677,1910,high_turnover,high_growth
2010,7,"Trade, transportation, and utilities",24574,483,855,841,425,347,high_turnover,high_growth
2010,8,Construction,5524,59,338,334,79,249,medium_turnover,low_growth
2010,8,Education and health services,20017,497,465,453,240,178,high_turnover,high_growth
2010,8,Financial activities,7676,233,161,153,84,50,low_turnover,low_growth
2010,8,Government,22420,351,266,425,114,240,medium_turnover,medium_growth
2010,8,Information,2702,87,58,55,24,26,low_turnover,low_growth
2010,8,Leisure and hospitality,13081,364,643,603,336,237,high_turnover,medium_growth
2010,8,Manufacturing,11553,188,270,271,107,144,low_turnover,low_growth
2010,8,Mining and logging,716,14,29,19,7,8,low_turnover,low_growth
2010,8,Other services,5323,142,161,161,76,79,low_turnover,low_growth
2010,8,Professional and business services,16833,641,879,837,381,411,high_turnover,high_growth
2010,8,Retail trade,14454.3,284,556,540,302,174,high_turnover,medium_growth
2010,8,Total private,108002,2674,3780,3642,1739,1646,high_turnover,high_growth
2010,8,"Trade, transportation, and utilities",24577,451,776,756,404,264,high_turnover,high_growth
2010,9,Construction,5501,78,315,335,83,238,medium_turnover,low_growth
2010,9,Education and health services,20001,512,507,498,247,220,high_turnover,high_growth
2010,9,Financial activities,7683,218,169,162,97,52,low_turnover,low_growth
2010,9,Government,22247,330,250,404,127,208,medium_turnover,medium_growth
2010,9,Information,2697,63,61,66,30,29,low_turnover,low_growth
2010,9,Leisure and hospitality,13137,317,668,618,356,232,high_turnover,medium_growth
2010,9,Manufacturing,11563,189,261,242,97,130,low_turnover,low_growth
2010,9,Mining and logging,723,17,23,17,7,9,low_turnover,low_growth
2010,9,Other services,5332,114,150,140,77,49,low_turnover,low_growth
2010,9,Professional and business services,16850,634,791,775,363,364,high_turnover,high_growth
2010,9,Retail trade,14478.3,255,569,540,317,185,high_turnover,medium_growth
2010,9,Total private,108110,2582,3784,3643,1774,1627,high_turnover,high_growth
2010,9,"Trade, transportation, and utilities",24623,440,838,791,416,304,high_turnover,high_growth
2010,10,Construction,5508,67,358,346,81,240,medium_turnover,low_growth
2010,10,Education and health services,20074,630,505,430,249,150,medium_turnover,high_growth
2010,10,Financial activities,7682,238,163,164,73,76,low_turnover,low_growth
2010,10,Government,22297,345,309,262,108,99,low_turnover,medium_growth
2010,10,Information,2695,64,64,65,37,22,low_turnover,low_growth
2010,10,Leisure and hospitality,13127,417,659,647,362,261,high_turnover,medium_growth
2010,10,Manufacturing,11562,198,267,264,99,141,low_turnover,low_growth
2010,10,Mining and logging,731,22,24,17,6,8,low_turnover,low_growth
2010,10,Other services,5357,111,191,171,80,78,low_turnover,low_growth
2010,10,Professional and business services,16917,652,811,754,360,361,high_turnover,high_growth
2010,10,Retail trade,14510.7,333,583,539,308,188,high_turnover,medium_growth
2010,10,Total private,108328,2911,3865,3622,1741,1647,high_turnover,high_growth
2010,10,"Trade, transportation, and utilities",24675,513,822,763,393,309,high_turnover,high_growth
2010,11,Construction,5506,66,337,329,70,246,medium_turnover,low_growth
2010,11,Education and health services,20119,551,529,474,266,178,high_turnover,high_growth
2010,11,Financial activities,7681,252,166,159,73,64,low_turnover,low_growth
2010,11,Government,22287,324,279,295,105,136,low_turnover,medium_growth
2010,11,Information,2689,72,66,70,42,23,low_turnover,low_growth
2010,11,Leisure and hospitality,13126,319,657,663,364,265,high_turnover,medium_growth
2010,11,Manufacturing,11585,207,284,258,94,146,low_turnover,low_growth
2010,11,Mining and logging,736,21,24,20,9,10,low_turnover,low_growth
2010,11,Other services,5346,133,168,180,85,79,low_turnover,low_growth
2010,11,Professional and business services,17011,700,838,771,355,366,high_turnover,high_growth
2010,11,Retail trade,14486,327,566,581,320,222,high_turnover,medium_growth
2010,11,Total private,108463,2810,3903,3746,1777,1712,high_turnover,high_growth
2010,11,"Trade, transportation, and utilities",24664,490,833,821,420,335,high_turnover,high_growth
2010,12,Construction,5467,32,378,393,90,300,medium_turnover,low_growth
2010,12,Education and health services,20134,546,506,492,251,192,high_turnover,high_growth
2010,12,Financial activities,7684,202,188,171,88,67,low_turnover,low_growth
2010,12,Government,22266,385,285,299,112,127,low_turnover,medium_growth
2010,12,Information,2682,72,65,76,41,30,low_turnover,low_growth
2010,12,Leisure and hospitality,13157,352,670,626,385,218,high_turnover,medium_growth
2010,12,Manufacturing,11595,171,274,261,105,130,low_turnover,low_growth
2010,12,Mining and logging,734,19,21,21,9,9,low_turnover,low_growth
2010,12,Other services,5337,104,147,146,96,36,low_turnover,low_growth
2010,12,Professional and business services,17080,579,971,877,395,432,high_turnover,high_growth
2010,12,Retail trade,14474.1,325,508,524,295,191,high_turnover,medium_growth
2010,12,Total private,108556,2584,4013,3844,1856,1737,high_turnover,high_growth
2010,12,"Trade, transportation, and utilities",24686,506,794,781,396,322,high_turnover,high_growth
2011,1,Construction,5427,61,280,325,70,244,medium_turnover,low_growth
2011,1,Education and health services,20153,552,452,449,227,149,medium_turnover,high_growth
2011,1,Financial activities,7680,237,148,169,84,66,low_turnover,low_growth
2011,1,Government,22258,330,286,286,123,103,low_turnover,medium_growth
2011,1,Information,2678,94,62,61,26,24,low_turnover,low_growth
2011,1,Leisure and hospitality,13149,366,641,649,375,247,high_turnover,medium_growth
2011,1,Manufacturing,11621,217,262,245,102,124,low_turnover,low_growth
2011,1,Mining and logging,736,32,16,16,7,8,low_turnover,low_growth
2011,1,Other services,5327,117,167,180,85,78,low_turnover,low_growth
2011,1,Professional and business services,17091,538,860,849,369,431,high_turnover,high_growth
2011,1,Retail trade,14537.1,353,588,527,248,236,high_turnover,medium_growth
2011,1,Total private,108583,2770,3714,3759,1710,1743,high_turnover,high_growth
2011,1,"Trade, transportation, and utilities",24721,557,824,815,367,371,high_turnover,high_growth
2011,2,Construction,5451,45,345,317,72,238,medium_turnover,low_growth
2011,2,Education and health services,20163,571,479,469,244,168,medium_turnover,high_growth
2011,2,Financial activities,7676,206,158,156,69,66,low_turnover,low_growth
2011,2,Government,22215,319,227,272,111,108,low_turnover,medium_growth
2011,2,Information,2673,66,54,58,32,21,low_turnover,low_growth
2011,2,Leisure and hospitality,13188,389,666,629,371,234,high_turnover,medium_growth
2011,2,Manufacturing,11654,209,270,243,96,126,low_turnover,low_growth
2011,2,Mining and logging,739,17,22,18,13,3,low_turnover,low_growth
2011,2,Other services,5337,137,203,190,93,89,low_turnover,low_growth
2011,2,Professional and business services,17170,610,905,836,410,376,high_turnover,high_growth
2011,2,Retail trade,14558.2,397,608,576,310,227,high_turnover,high_growth
2011,2,Total private,108838,2894,4003,3742,1841,1639,high_turnover,high_growth
2011,2,"Trade, transportation, and utilities",24787,643,901,825,440,317,high_turnover,high_growth
2011,3,Construction,5477,67,378,337,80,243,medium_turnover,low_growth
2011,3,Education and health services,20177,600,471,443,254,148,medium_turnover,high_growth
2011,3,Financial activities,7681,199,166,148,87,42,low_turnover,low_growth
2011,3,Government,22192,332,251,274,109,108,low_turnover,medium_growth
2011,3,Information,2672,104,59,65,33,29,low_turnover,low_growth
2011,3,Leisure and hospitality,13247,393,771,689,382,296,high_turnover,medium_growth
2011,3,Manufacturing,11675,211,268,249,112,116,low_turnover,low_growth
2011,3,Mining and logging,754,31,27,12,8,3,low_turnover,low_growth
2011,3,Other services,5333,106,161,163,74,72,low_turnover,low_growth
2011,3,Professional and business services,17235,641,990,903,451,408,high_turnover,high_growth
2011,3,Retail trade,14589.2,351,620,593,333,226,high_turnover,medium_growth
2011,3,Total private,109096,2921,4179,3835,1919,1679,high_turnover,high_growth
2011,3,"Trade, transportation, and utilities",24845,568,887,826,440,322,high_turnover,high_growth
2011,4,Construction,5485,91,372,371,94,260,medium_turnover,low_growth
2011,4,Education and health services,20237,610,502,445,244,155,medium_turnover,high_growth
2011,4,Financial activities,7679,247,126,133,77,38,low_turnover,low_growth
2011,4,Government,22184,352,268,294,108,126,low_turnover,medium_growth
2011,4,Information,2674,106,72,66,39,20,low_turnover,low_growth
2011,4,Leisure and hospitality,13298,331,679,623,372,226,high_turnover,medium_growth
2011,4,Manufacturing,11704,247,267,242,103,119,low_turnover,low_growth
2011,4,Mining and logging,768,30,35,18,8,8,low_turnover,low_growth
2011,4,Other services,5342,106,173,171,65,101,low_turnover,low_growth
2011,4,Professional and business services,17297,590,932,869,369,448,high_turnover,high_growth
2011,4,Retail trade,14646.2,401,612,550,310,201,high_turnover,high_growth
2011,4,Total private,109418,2985,4028,3700,1775,1660,high_turnover,high_growth
2011,4,"Trade, transportation, and utilities",24934,628,871,762,404,286,high_turnover,high_growth
2011,5,Construction,5516,124,392,366,84,270,medium_turnover,low_growth
2011,5,Education and health services,20252,587,475,451,258,156,medium_turnover,high_growth
2011,5,Financial activities,7702,194,151,137,77,44,low_turnover,low_growth
2011,5,Government,22129,306,239,302,129,108,low_turnover,medium_growth
2011,5,Information,2679,103,63,62,34,26,low_turnover,low_growth
2011,5,Leisure and hospitality,13293,319,655,675,367,289,high_turnover,medium_growth
2011,5,Manufacturing,11713,220,270,258,108,131,low_turnover,low_growth
2011,5,Mining and logging,778,18,30,19,10,7,low_turnover,low_growth
2011,5,Other services,5346,111,166,169,79,84,low_turnover,low_growth
2011,5,Professional and business services,17348,585,964,903,369,481,high_turnover,high_growth
2011,5,Retail trade,14645.8,431,590,590,334,209,high_turnover,high_growth
2011,5,Total private,109574,2901,4022,3877,1836,1795,high_turnover,high_growth
2011,5,"Trade, transportation, and utilities",24947,640,855,836,449,309,high_turnover,high_growth
2011,6,Construction,5528,77,396,412,79,323,medium_turnover,low_growth
2011,6,Education and health services,20288,616,515,484,245,190,high_turnover,high_growth
2011,6,Financial activities,7692,210,159,170,88,63,low_turnover,low_growth
2011,6,Government,22164,364,291,270,101,108,low_turnover,medium_growth
2011,6,Information,2685,86,71,62,33,25,low_turnover,low_growth
2011,6,Leisure and hospitality,13343,406,733,693,392,284,high_turnover,medium_growth
2011,6,Manufacturing,11727,217,256,241,111,109,low_turnover,low_growth
2011,6,Mining and logging,790,14,32,21,11,8,low_turnover,low_growth
2011,6,Other services,5352,133,178,165,65,81,low_turnover,low_growth
2011,6,Professional and business services,17363,676,848,840,368,428,high_turnover,high_growth
2011,6,Retail trade,14681.7,451,605,569,329,195,high_turnover,high_growth
2011,6,Total private,109775,3103,4075,3899,1822,1818,high_turnover,high_growth
2011,6,"Trade, transportation, and utilities",25007,668,887,811,430,307,high_turnover,high_growth
2011,7,Construction,5547,94,337,327,74,236,medium_turnover,low_growth
2011,7,Education and health services,20327,642,492,451,234,171,medium_turnover,high_growth
2011,7,Financial activities,7694,270,152,159,108,44,low_turnover,low_growth
2011,7,Government,22049,328,242,314,130,123,low_turnover,medium_growth
2011,7,Information,2676,108,46,62,32,24,low_turnover,low_growth
2011,7,Leisure and hospitality,13370,363,723,711,381,295,high_turnover,medium_growth
2011,7,Manufacturing,11746,250,257,238,103,111,low_turnover,low_growth
2011,7,Mining and logging,801,29,32,19,12,6,low_turnover,low_growth
2011,7,Other services,5359,124,208,199,87,104,low_turnover,low_growth
2011,7,Professional and business services,17371,790,914,893,410,436,high_turnover,high_growth
2011,7,Retail trade,14725.4,437,608,559,312,197,high_turnover,high_growth
2011,7,Total private,109950,3348,4020,3866,1860,1728,high_turnover,high_growth
2011,7,"Trade, transportation, and utilities",25059,679,860,807,419,301,high_turnover,high_growth
2011,8,Construction,5552,111,339,341,67,264,medium_turnover,low_growth
2011,8,Education and health services,20367,650,508,488,275,175,high_turnover,high_growth
2011,8,Financial activities,7700,175,163,151,80,49,low_turnover,low_growth
2011,8,Government,22017,332,241,293,125,114,low_turnover,medium_growth
2011,8,Information,2634,113,71,62,40,20,low_turnover,low_growth
2011,8,Leisure and hospitality,13395,392,729,705,419,261,high_turnover,medium_growth
2011,8,Manufacturing,11764,234,262,240,100,119,low_turnover,low_growth
2011,8,Mining and logging,804,20,28,22,13,9,low_turnover,low_growth
2011,8,Other services,5376,92,185,172,84,78,low_turnover,low_growth
2011,8,Professional and business services,17446,669,941,888,396,439,high_turnover,high_growth
2011,8,Retail trade,14719.4,396,565,583,330,222,high_turnover,high_growth
2011,8,Total private,110108,3026,4057,3897,1918,1728,high_turnover,high_growth
2011,8,"Trade, transportation, and utilities",25070,570,832,827,443,313,high_turnover,high_growth
2011,9,Construction,5584,87,381,347,86,247,medium_turnover,low_growth
2011,9,Education and health services,20415,608,503,428,248,149,medium_turnover,high_growth
2011,9,Financial activities,7694,172,154,159,76,66,low_turnover,low_growth
2011,9,Government,21983,392,270,286,116,120,low_turnover,medium_growth
2011,9,Information,2677,115,62,65,39,21,low_turnover,low_growth
2011,9,Leisure and hospitality,13426,428,749,734,401,311,high_turnover,medium_growth
2011,9,Manufacturing,11769,254,245,232,94,119,low_turnover,low_growth
2011,9,Mining and logging,814,25,32,24,14,8,low_turnover,low_growth
2011,9,Other services,5381,154,210,199,89,101,low_turnover,low_growth
2011,9,Professional and business services,17510,891,965,907,442,413,high_turnover,high_growth
2011,9,Retail trade,14743.8,392,598,581,323,218,high_turnover,high_growth
2011,9,Total private,110375,3371,4159,3927,1929,1755,high_turnover,high_growth
2011,9,"Trade, transportation, and utilities",25105,637,856,831,440,319,high_turnover,high_growth
2011,10,Construction,5588,82,333,319,81,222,medium_turnover,low_growth
2011,10,Education and health services,20457,635,489,455,245,167,medium_turnover,high_growth
2011,10,Financial activities,7707,241,170,162,89,52,low_turnover,low_growth
2011,10,Government,21998,367,269,260,107,92,low_turnover,medium_growth
2011,10,Information,2677,124,57,55,31,21,low_turnover,low_growth
2011,10,Leisure and hospitality,13464,429,739,661,339,304,high_turnover,medium_growth
2011,10,Manufacturing,11780,233,247,235,108,102,low_turnover,low_growth
2011,10,Mining and logging,820,22,30,24,15,5,low_turnover,low_growth
2011,10,Other services,5382,122,223,225,99,114,low_turnover,low_growth
2011,10,Professional and business services,17556,708,962,930,442,418,high_turnover,high_growth
2011,10,Retail trade,14749.5,410,569,553,323,181,high_turnover,high_growth
2011,10,Total private,110564,3283,4101,3887,1892,1704,high_turnover,high_growth
2011,10,"Trade, transportation, and utilities",25133,687,852,821,445,298,high_turnover,high_growth
2011,11,Construction,5593,63,321,317,116,191,medium_turnover,low_growth
2011,11,Education and health services,20496,637,520,472,247,196,high_turnover,high_growth
2011,11,Financial activities,7721,172,177,159,80,64,low_turnover,low_growth
2011,11,Government,21971,342,272,305,122,113,low_turnover,medium_growth
2011,11,Information,2676,95,62,61,37,22,low_turnover,low_growth
2011,11,Leisure and hospitality,13511,434,791,747,378,341,high_turnover,medium_growth
2011,11,Manufacturing,11770,200,227,236,118,104,low_turnover,low_growth
2011,11,Mining and logging,824,23,25,21,12,8,low_turnover,low_growth
2011,11,Other services,5390,113,197,187,90,92,low_turnover,low_growth
2011,11,Professional and business services,17591,667,926,919,434,436,high_turnover,high_growth
2011,11,Retail trade,14754.8,497,581,567,283,241,high_turnover,high_growth
2011,11,Total private,110723,3142,4093,3933,1909,1798,high_turnover,high_growth
2011,11,"Trade, transportation, and utilities",25151,739,847,814,398,344,high_turnover,high_growth
2011,12,Construction,5611,56,322,296,82,204,medium_turnover,low_growth
2011,12,Education and health services,20530,628,520,480,265,160,medium_turnover,high_growth
2011,12,Financial activities,7729,206,179,164,82,61,low_turnover,low_growth
2011,12,Government,21954,351,294,320,143,112,low_turnover,medium_growth
2011,12,Information,2678,98,69,70,38,26,low_turnover,low_growth
2011,12,Leisure and hospitality,13538,441,750,720,406,298,high_turnover,medium_growth
2011,12,Manufacturing,11802,215,268,237,107,111,low_turnover,low_growth
2011,12,Mining and logging,831,30,31,26,14,8,low_turnover,low_growth
2011,12,Other services,5403,123,190,171,79,87,low_turnover,low_growth
2011,12,Professional and business services,17658,847,909,785,315,430,high_turnover,high_growth
2011,12,Retail trade,14747,442,522,540,336,170,medium_turnover,high_growth
2011,12,Total private,110942,3311,4062,3769,1832,1700,high_turnover,high_growth
2011,12,"Trade, transportation, and utilities",25162,666,824,820,445,315,high_turnover,high_growth
2012,1,Construction,5626,85,332,324,78,228,medium_turnover,low_growth
2012,1,Education and health services,20574,684,537,514,274,201,high_turnover,high_growth
2012,1,Financial activities,7735,250,167,167,83,42,low_turnover,low_growth
2012,1,Government,21946,339,285,294,130,104,low_turnover,medium_growth
2012,1,Information,2665,91,54,64,38,24,low_turnover,low_growth
2012,1,Leisure and hospitality,13600,453,776,717,402,302,high_turnover,medium_growth
2012,1,Manufacturing,11838,246,267,241,103,114,low_turnover,low_growth
2012,1,Mining and logging,840,27,35,29,17,10,low_turnover,low_growth
2012,1,Other services,5414,115,190,181,86,86,low_turnover,low_growth
2012,1,Professional and business services,17745,948,944,843,405,377,high_turnover,high_growth
2012,1,Retail trade,14817.1,403,588,546,308,187,high_turnover,high_growth
2012,1,Total private,111304,3565,4172,3901,1902,1713,high_turnover,high_growth
2012,1,"Trade, transportation, and utilities",25267,666,873,821,417,329,high_turnover,high_growth
2012,2,Construction,5629,61,345,336,81,248,medium_turnover,low_growth
2012,2,Education and health services,20657,677,564,489,305,143,medium_turnover,high_growth
2012,2,Financial activities,7743,194,177,171,76,72,low_turnover,low_growth
2012,2,Government,21947,403,300,305,139,108,low_turnover,medium_growth
2012,2,Information,2676,92,71,67,36,29,low_turnover,low_growth
2012,2,Leisure and hospitality,13641,379,771,735,414,299,high_turnover,medium_growth
2012,2,Manufacturing,11860,237,264,245,108,109,low_turnover,low_growth
2012,2,Mining and logging,845,23,33,27,15,11,low_turnover,low_growth
2012,2,Other services,5415,141,167,167,84,74,low_turnover,low_growth
2012,2,Professional and business services,17816,747,1012,961,409,512,high_turnover,high_growth
2012,2,Retail trade,14795.3,389,578,576,342,194,high_turnover,high_growth
2012,2,Total private,111565,3203,4260,4017,1984,1788,high_turnover,high_growth
2012,2,"Trade, transportation, and utilities",25283,651,859,818,456,290,high_turnover,high_growth
2012,3,Construction,5625,94,315,310,91,210,medium_turnover,low_growth
2012,3,Education and health services,20689,689,528,480,288,153,medium_turnover,high_growth
2012,3,Financial activities,7768,241,184,151,82,52,low_turnover,low_growth
2012,3,Government,21943,409,296,310,133,115,low_turnover,medium_growth
2012,3,Information,2678,98,67,69,36,28,low_turnover,low_growth
2012,3,Leisure and hospitality,13706,447,860,759,444,300,high_turnover,medium_growth
2012,3,Manufacturing,11898,312,277,239,110,104,low_turnover,low_growth
2012,3,Mining and logging,849,18,35,30,15,13,low_turnover,low_growth
2012,3,Other services,5422,136,182,170,96,71,low_turnover,low_growth
2012,3,Professional and business services,17848,837,945,900,410,431,high_turnover,high_growth
2012,3,Retail trade,14826.1,448,588,563,330,183,high_turnover,high_growth
2012,3,Total private,111809,3566,4279,3947,2030,1660,high_turnover,high_growth
2012,3,"Trade, transportation, and utilities",25326,695,887,839,460,299,high_turnover,high_growth
2012,4,Construction,5618,134,279,292,72,206,medium_turnover,low_growth
2012,4,Education and health services,20707,686,494,488,280,180,high_turnover,high_growth
2012,4,Financial activities,7771,218,197,201,109,70,low_turnover,low_growth
2012,4,Government,21931,381,291,316,140,113,low_turnover,medium_growth
2012,4,Information,2679,117,68,64,31,26,low_turnover,low_growth
2012,4,Leisure and hospitality,13709,481,758,742,437,279,high_turnover,medium_growth
2012,4,Manufacturing,11916,265,262,248,113,111,low_turnover,low_growth
2012,4,Mining and logging,850,19,35,30,17,12,low_turnover,low_growth
2012,4,Other services,5417,166,197,210,93,113,low_turnover,low_growth
2012,4,Professional and business services,17897,772,914,873,376,444,high_turnover,high_growth
2012,4,Retail trade,14837.7,384,587,574,341,187,high_turnover,medium_growth
2012,4,Total private,111903,3497,4098,4013,1996,1755,high_turnover,high_growth
2012,4,"Trade, transportation, and utilities",25339,640,892,864,468,314,high_turnover,high_growth
2012,5,Construction,5604,105,324,338,79,252,medium_turnover,low_growth
2012,5,Education and health services,20747,727,550,506,280,187,high_turnover,high_growth
2012,5,Financial activities,7783,223,181,176,83,68,low_turnover,low_growth
2012,5,Government,21911,405,306,331,139,137,low_turnover,medium_growth
2012,5,Information,2685,80,72,69,38,26,low_turnover,low_growth
2012,5,Leisure and hospitality,13705,458,737,737,437,273,high_turnover,medium_growth
2012,5,Manufacturing,11927,306,253,232,110,100,low_turnover,low_growth
2012,5,Mining and logging,855,22,38,32,15,15,low_turnover,low_growth
2012,5,Other services,5417,160,192,199,87,100,low_turnover,low_growth
2012,5,Professional and business services,17922,750,987,955,407,488,high_turnover,high_growth
2012,5,Retail trade,14834.4,372,591,592,334,215,high_turnover,medium_growth
2012,5,Total private,112023,3455,4228,4099,2001,1831,high_turnover,high_growth
2012,5,"Trade, transportation, and utilities",25378,624,894,855,463,322,high_turnover,high_growth
2012,6,Construction,5621,70,356,358,90,257,medium_turnover,low_growth
2012,6,Education and health services,20738,760,524,541,277,217,high_turnover,high_growth
2012,6,Financial activities,7783,232,184,185,94,63,low_turnover,low_growth
2012,6,Government,21930,393,319,297,124,111,low_turnover,medium_growth
2012,6,Information,2674,94,55,65,39,20,low_turnover,low_growth
2012,6,Leisure and hospitality,13702,483,722,729,454,244,high_turnover,medium_growth
2012,6,Manufacturing,11936,308,274,265,112,138,low_turnover,low_growth
2012,6,Mining and logging,854,19,29,30,14,14,low_turnover,low_growth
2012,6,Other services,5424,153,178,165,104,59,low_turnover,low_growth
2012,6,Professional and business services,17977,774,906,861,363,437,high_turnover,high_growth
2012,6,Retail trade,14817.5,377,590,607,343,215,high_turnover,medium_growth
2012,6,Total private,112077,3524,4121,4086,2027,1772,high_turnover,high_growth
2012,6,"Trade, transportation, and utilities",25368,631,892,885,480,322,high_turnover,high_growth
2012,7,Construction,5632,95,370,369,81,273,medium_turnover,low_growth
2012,7,Education and health services,20773,693,515,470,274,163,medium_turnover,high_growth
2012,7,Financial activities,7779,237,163,178,91,52,low_turnover,low_growth
2012,7,Government,21913,373,295,298,126,106,low_turnover,medium_growth
2012,7,Information,2680,78,51,54,29,20,low_turnover,low_growth
2012,7,Leisure and hospitality,13735,489,752,727,431,258,high_turnover,medium_growth
2012,7,Manufacturing,11964,287,248,228,102,106,low_turnover,low_growth
2012,7,Mining and logging,851,15,27,29,18,8,low_turnover,low_growth
2012,7,Other services,5433,114,174,166,98,54,low_turnover,low_growth
