"","year","period","industry_text","value_earnings","value_jo","value_hi","value_ts","value_qu","value_dl","turnover","growth"
"1567",2010,"12","Manufacturing",11595,171,274,261,105,130,"low_turnover","low_growth"
"1568",2010,"12","Mining and logging",734,19,21,21,9,9,"low_turnover","low_growth"
"1569",2010,"12","Other services",5337,104,147,146,96,36,"low_turnover","low_growth"
"1570",2010,"12","Professional and business services",17080,579,971,877,395,432,"high_turnover","high_growth"
"1571",2010,"12","Retail trade",14474.1,325,508,524,295,191,"high_turnover","medium_growth"
"1572",2010,"12","Total private",108556,2584,4013,3844,1856,1737,"high_turnover","high_growth"
"1573",2010,"12","Trade, transportation, and utilities",24686,506,794,781,396,322,"high_turnover","high_growth"
"1574",2011,"01","Construction",5427,61,280,325,70,244,"medium_turnover","low_growth"
"1575",2011,"01","Education and health services",20153,552,452,449,227,149,"medium_turnover","high_growth"
"1576",2011,"01","Financial activities",7680,237,148,169,84,66,"low_turnover","low_growth"
"1577",2011,"01","Government",22258,330,286,286,123,103,"low_turnover","medium_growth"
"1578",2011,"01","Information",2678,94,62,61,26,24,"low_turnover","low_growth"
"1579",2011,"01","Leisure and hospitality",13149,366,641,649,375,247,"high_turnover","medium_growth"
"1580",2011,"01","Manufacturing",11621,217,262,245,102,124,"low_turnover","low_growth"
"1581",2011,"01","Mining and logging",736,32,16,16,7,8,"low_turnover","low_growth"
"1582",2011,"01","Other services",5327,117,167,180,85,78,"low_turnover","low_growth"
"1583",2011,"01","Professional and business services",17091,538,860,849,369,431,"high_turnover","high_growth"
"1584",2011,"01","Retail trade",14537.1,353,588,527,248,236,"high_turnover","medium_growth"
"1585",2011,"01","Total private",108583,2770,3714,3759,1710,1743,"high_turnover","high_growth"
"1586",2011,"01","Trade, transportation, and utilities",24721,557,824,815,367,371,"high_turnover","high_growth"
"1587",2011,"02","Construction",5451,45,345,317,72,238,"medium_turnover","low_growth"
"1588",2011,"02","Education and health services",20163,571,479,469,244,168,"medium_turnover","high_growth"
"1589",2011,"02","Financial activities",7676,206,158,156,69,66,"low_turnover","low_growth"
"1590",2011,"02","Government",22215,319,227,272,111,108,"low_turnover","medium_growth"
"1591",2011,"02","Information",2673,66,54,58,32,21,"low_turnover","low_growth"
"1592",2011,"02","Leisure and hospitality",13188,389,666,629,371,234,"high_turnover","medium_growth"
"1593",2011,"02","Manufacturing",11654,209,270,243,96,126,"low_turnover","low_growth"
"1594",2011,"02","Mining and logging",739,17,22,18,13,3,"low_turnover","low_growth"
"1595",2011,"02","Other services",5337,137,203,190,93,89,"low_turnover","low_growth"
"1596",2011,"02","Professional and business services",17170,610,905,836,410,376,"high_turnover","high_growth"
"1597",2011,"02","Retail trade",14558.2,397,608,576,310,227,"high_turnover","high_growth"
"1598",2011,"02","Total private",108838,2894,4003,3742,1841,1639,"high_turnover","high_growth"
"1599",2011,"02","Trade, transportation, and utilities",24787,643,901,825,440,317,"high_turnover","high_growth"
"1600",2011,"03","Construction",5477,67,378,337,80,243,"medium_turnover","low_growth"
"1601",2011,"03","Education and health services",20177,600,471,443,254,148,"medium_turnover","high_growth"
"1602",2011,"03","Financial activities",7681,199,166,148,87,42,"low_turnover","low_growth"
"1603",2011,"03","Government",22192,332,251,274,109,108,"low_turnover","medium_growth"
"1604",2011,"03","Information",2672,104,59,65,33,29,"low_turnover","low_growth"
"1605",2011,"03","Leisure and hospitality",13247,393,771,689,382,296,"high_turnover","medium_growth"
"1606",2011,"03","Manufacturing",11675,211,268,249,112,116,"low_turnover","low_growth"
"1607",2011,"03","Mining and logging",754,31,27,12,8,3,"low_turnover","low_growth"
"1608",2011,"03","Other services",5333,106,161,163,74,72,"low_turnover","low_growth"
"1609",2011,"03","Professional and business services",17235,641,990,903,451,408,"high_turnover","high_growth"
"1610",2011,"03","Retail trade",14589.2,351,620,593,333,226,"high_turnover","medium_growth"
"1611",2011,"03","Total private",109096,2921,4179,3835,1919,1679,"high_turnover","high_growth"
"1612",2011,"03","Trade, transportation, and utilities",24845,568,887,826,440,322,"high_turnover","high_growth"
"1613",2011,"04","Construction",5485,91,372,371,94,260,"medium_turnover","low_growth"
"1614",2011,"04","Education and health services",20237,610,502,445,244,155,"medium_turnover","high_growth"
"1615",2011,"04","Financial activities",7679,247,126,133,77,38,"low_turnover","low_growth"
"1616",2011,"04","Government",22184,352,268,294,108,126,"low_turnover","medium_growth"
"1617",2011,"04","Information",2674,106,72,66,39,20,"low_turnover","low_growth"
"1618",2011,"04","Leisure and hospitality",13298,331,679,623,372,226,"high_turnover","medium_growth"
"1619",2011,"04","Manufacturing",11704,247,267,242,103,119,"low_turnover","low_growth"
"1620",2011,"04","Mining and logging",768,30,35,18,8,8,"low_turnover","low_growth"
"1621",2011,"04","Other services",5342,106,173,171,65,101,"low_turnover","low_growth"
"1622",2011,"04","Professional and business services",17297,590,932,869,369,448,"high_turnover","high_growth"
"1623",2011,"04","Retail trade",14646.2,401,612,550,310,201,"high_turnover","high_growth"
"1624",2011,"04","Total private",109418,2985,4028,3700,1775,1660,"high_turnover","high_growth"
"1625",2011,"04","Trade, transportation, and utilities",24934,628,871,762,404,286,"high_turnover","high_growth"
"1626",2011,"05","Construction",5516,124,392,366,84,270,"medium_turnover","low_growth"
"1627",2011,"05","Education and health services",20252,587,475,451,258,156,"medium_turnover","high_growth"
"1628",2011,"05","Financial activities",7702,194,151,137,77,44,"low_turnover","low_growth"
"1629",2011,"05","Government",22129,306,239,302,129,108,"low_turnover","medium_growth"
"1630",2011,"05","Information",2679,103,63,62,34,26,"low_turnover","low_growth"
"1631",2011,"05","Leisure and hospitality",13293,319,655,675,367,289,"high_turnover","medium_growth"
"1632",2011,"05","Manufacturing",11713,220,270,258,108,131,"low_turnover","low_growth"
"1633",2011,"05","Mining and logging",778,18,30,19,10,7,"low_turnover","low_growth"
"1634",2011,"05","Other services",5346,111,166,169,79,84,"low_turnover","low_growth"
"1635",2011,"05","Professional and business services",17348,585,964,903,369,481,"high_turnover","high_growth"
"1636",2011,"05","Retail trade",14645.8,431,590,590,334,209,"high_turnover","high_growth"
"1637",2011,"05","Total private",109574,2901,4022,3877,1836,1795,"high_turnover","high_growth"
"1638",2011,"05","Trade, transportation, and utilities",24947,640,855,836,449,309,"high_turnover","high_growth"
"1639",2011,"06","Construction",5528,77,396,412,79,323,"medium_turnover","low_growth"
"1640",2011,"06","Education and health services",20288,616,515,484,245,190,"high_turnover","high_growth"
"1641",2011,"06","Financial activities",7692,210,159,170,88,63,"low_turnover","low_growth"
"1642",2011,"06","Government",22164,364,291,270,101,108,"low_turnover","medium_growth"
"1643",2011,"06","Information",2685,86,71,62,33,25,"low_turnover","low_growth"
"1644",2011,"06","Leisure and hospitality",13343,406,733,693,392,284,"high_turnover","medium_growth"
"1645",2011,"06","Manufacturing",11727,217,256,241,111,109,"low_turnover","low_growth"
"1646",2011,"06","Mining and logging",790,14,32,21,11,8,"low_turnover","low_growth"
"1647",2011,"06","Other services",5352,133,178,165,65,81,"low_turnover","low_growth"
"1648",2011,"06","Professional and business services",17363,676,848,840,368,428,"high_turnover","high_growth"
"1649",2011,"06","Retail trade",14681.7,451,605,569,329,195,"high_turnover","high_growth"
"1650",2011,"06","Total private",109775,3103,4075,3899,1822,1818,"high_turnover","high_growth"
"1651",2011,"06","Trade, transportation, and utilities",25007,668,887,811,430,307,"high_turnover","high_growth"
"1652",2011,"07","Construction",5547,94,337,327,74,236,"medium_turnover","low_growth"
"1653",2011,"07","Education and health services",20327,642,492,451,234,171,"medium_turnover","high_growth"
"1654",2011,"07","Financial activities",7694,270,152,159,108,44,"low_turnover","low_growth"
"1655",2011,"07","Government",22049,328,242,314,130,123,"low_turnover","medium_growth"
"1656",2011,"07","Information",2676,108,46,62,32,24,"low_turnover","low_growth"
"1657",2011,"07","Leisure and hospitality",13370,363,723,711,381,295,"high_turnover","medium_growth"
"1658",2011,"07","Manufacturing",11746,250,257,238,103,111,"low_turnover","low_growth"
"1659",2011,"07","Mining and logging",801,29,32,19,12,6,"low_turnover","low_growth"
"1660",2011,"07","Other services",5359,124,208,199,87,104,"low_turnover","low_growth"
"1661",2011,"07","Professional and business services",17371,790,914,893,410,436,"high_turnover","high_growth"
"1662",2011,"07","Retail trade",14725.4,437,608,559,312,197,"high_turnover","high_growth"
"1663",2011,"07","Total private",109950,3348,4020,3866,1860,1728,"high_turnover","high_growth"
"1664",2011,"07","Trade, transportation, and utilities",25059,679,860,807,419,301,"high_turnover","high_growth"
"1665",2011,"08","Construction",5552,111,339,341,67,264,"medium_turnover","low_growth"
"1666",2011,"08","Education and health services",20367,650,508,488,275,175,"high_turnover","high_growth"
"1667",2011,"08","Financial activities",7700,175,163,151,80,49,"low_turnover","low_growth"
"1668",2011,"08","Government",22017,332,241,293,125,114,"low_turnover","medium_growth"
"1669",2011,"08","Information",2634,113,71,62,40,20,"low_turnover","low_growth"
"1670",2011,"08","Leisure and hospitality",13395,392,729,705,419,261,"high_turnover","medium_growth"
"1671",2011,"08","Manufacturing",11764,234,262,240,100,119,"low_turnover","low_growth"
"1672",2011,"08","Mining and logging",804,20,28,22,13,9,"low_turnover","low_growth"
"1673",2011,"08","Other services",5376,92,185,172,84,78,"low_turnover","low_growth"
"1674",2011,"08","Professional and business services",17446,669,941,888,396,439,"high_turnover","high_growth"
"1675",2011,"08","Retail trade",14719.4,396,565,583,330,222,"high_turnover","high_growth"
"1676",2011,"08","Total private",110108,3026,4057,3897,1918,1728,"high_turnover","high_growth"
"1677",2011,"08","Trade, transportation, and utilities",25070,570,832,827,443,313,"high_turnover","high_growth"
"1678",2011,"09","Construction",5584,87,381,347,86,247,"medium_turnover","low_growth"
"1679",2011,"09","Education and health services",20415,608,503,428,248,149,"medium_turnover","high_growth"
"1680",2011,"09","Financial activities",7694,172,154,159,76,66,"low_turnover","low_growth"
"1681",2011,"09","Government",21983,392,270,286,116,120,"low_turnover","medium_growth"
"1682",2011,"09","Information",2677,115,62,65,39,21,"low_turnover","low_growth"
"1683",2011,"09","Leisure and hospitality",13426,428,749,734,401,311,"high_turnover","medium_growth"
"1684",2011,"09","Manufacturing",11769,254,245,232,94,119,"low_turnover","low_growth"
"1685",2011,"09","Mining and logging",814,25,32,24,14,8,"low_turnover","low_growth"
"1686",2011,"09","Other services",5381,154,210,199,89,101,"low_turnover","low_growth"
"1687",2011,"09","Professional and business services",17510,891,965,907,442,413,"high_turnover","high_growth"
"1688",2011,"09","Retail trade",14743.8,392,598,581,323,218,"high_turnover","high_growth"
"1689",2011,"09","Total private",110375,3371,4159,3927,1929,1755,"high_turnover","high_growth"
"1690",2011,"09","Trade, transportation, and utilities",25105,637,856,831,440,319,"high_turnover","high_growth"
"1691",2011,"10","Construction",5588,82,333,319,81,222,"medium_turnover","low_growth"
"1692",2011,"10","Education and health services",20457,635,489,455,245,167,"medium_turnover","high_growth"
"1693",2011,"10","Financial activities",7707,241,170,162,89,52,"low_turnover","low_growth"
"1694",2011,"10","Government",21998,367,269,260,107,92,"low_turnover","medium_growth"
"1695",2011,"10","Information",2677,124,57,55,31,21,"low_turnover","low_growth"
"1696",2011,"10","Leisure and hospitality",13464,429,739,661,339,304,"high_turnover","medium_growth"
"1697",2011,"10","Manufacturing",11780,233,247,235,108,102,"low_turnover","low_growth"
"1698",2011,"10","Mining and logging",820,22,30,24,15,5,"low_turnover","low_growth"
"1699",2011,"10","Other services",5382,122,223,225,99,114,"low_turnover","low_growth"
"1700",2011,"10","Professional and business services",17556,708,962,930,442,418,"high_turnover","high_growth"
"1701",2011,"10","Retail trade",14749.5,410,569,553,323,181,"high_turnover","high_growth"
"1702",2011,"10","Total private",110564,3283,4101,3887,1892,1704,"high_turnover","high_growth"
"1703",2011,"10","Trade, transportation, and utilities",25133,687,852,821,445,298,"high_turnover","high_growth"
"1704",2011,"11","Construction",5593,63,321,317,116,191,"medium_turnover","low_growth"
"1705",2011,"11","Education and health services",20496,637,520,472,247,196,"high_turnover","high_growth"
"1706",2011,"11","Financial activities",7721,172,177,159,80,64,"low_turnover","low_growth"
"1707",2011,"11","Government",21971,342,272,305,122,113,"low_turnover","medium_growth"
"1708",2011,"11","Information",2676,95,62,61,37,22,"low_turnover","low_growth"
"1709",2011,"11","Leisure and hospitality",13511,434,791,747,378,341,"high_turnover","medium_growth"
"1710",2011,"11","Manufacturing",11770,200,227,236,118,104,"low_turnover","low_growth"
"1711",2011,"11","Mining and logging",824,23,25,21,12,8,"low_turnover","low_growth"
"1712",2011,"11","Other services",5390,113,197,187,90,92,"low_turnover","low_growth"
"1713",2011,"11","Professional and business services",17591,667,926,919,434,436,"high_turnover","high_growth"
"1714",2011,"11","Retail trade",14754.8,497,581,567,283,241,"high_turnover","high_growth"
"1715",2011,"11","Total private",110723,3142,4093,3933,1909,1798,"high_turnover","high_growth"
"1716",2011,"11","Trade, transportation, and utilities",25151,739,847,814,398,344,"high_turnover","high_growth"
"1717",2011,"12","Construction",5611,56,322,296,82,204,"medium_turnover","low_growth"
"1718",2011,"12","Education and health services",20530,628,520,480,265,160,"medium_turnover","high_growth"
"1719",2011,"12","Financial activities",7729,206,179,164,82,61,"low_turnover","low_growth"
"1720",2011,"12","Government",21954,351,294,320,143,112,"low_turnover","medium_growth"
"1721",2011,"12","Information",2678,98,69,70,38,26,"low_turnover","low_growth"
"1722",2011,"12","Leisure and hospitality",13538,441,750,720,406,298,"high_turnover","medium_growth"
"1723",2011,"12","Manufacturing",11802,215,268,237,107,111,"low_turnover","low_growth"
"1724",2011,"12","Mining and logging",831,30,31,26,14,8,"low_turnover","low_growth"
"1725",2011,"12","Other services",5403,123,190,171,79,87,"low_turnover","low_growth"
"1726",2011,"12","Professional and business services",17658,847,909,785,315,430,"high_turnover","high_growth"
"1727",2011,"12","Retail trade",14747,442,522,540,336,170,"medium_turnover","high_growth"
"1728",2011,"12","Total private",110942,3311,4062,3769,1832,1700,"high_turnover","high_growth"
"1729",2011,"12","Trade, transportation, and utilities",25162,666,824,820,445,315,"high_turnover","high_growth"
"1730",2012,"01","Construction",5626,85,332,324,78,228,"medium_turnover","low_growth"
"1731",2012,"01","Education and health services",20574,684,537,514,274,201,"high_turnover","high_growth"
"1732",2012,"01","Financial activities",7735,250,167,167,83,42,"low_turnover","low_growth"
"1733",2012,"01","Government",21946,339,285,294,130,104,"low_turnover","medium_growth"
"1734",2012,"01","Information",2665,91,54,64,38,24,"low_turnover","low_growth"
"1735",2012,"01","Leisure and hospitality",13600,453,776,717,402,302,"high_turnover","medium_growth"
"1736",2012,"01","Manufacturing",11838,246,267,241,103,114,"low_turnover","low_growth"
"1737",2012,"01","Mining and logging",840,27,35,29,17,10,"low_turnover","low_growth"
"1738",2012,"01","Other services",5414,115,190,181,86,86,"low_turnover","low_growth"
"1739",2012,"01","Professional and business services",17745,948,944,843,405,377,"high_turnover","high_growth"
"1740",2012,"01","Retail trade",14817.1,403,588,546,308,187,"high_turnover","high_growth"
"1741",2012,"01","Total private",111304,3565,4172,3901,1902,1713,"high_turnover","high_growth"
"1742",2012,"01","Trade, transportation, and utilities",25267,666,873,821,417,329,"high_turnover","high_growth"
"1743",2012,"02","Construction",5629,61,345,336,81,248,"medium_turnover","low_growth"
"1744",2012,"02","Education and health services",20657,677,564,489,305,143,"medium_turnover","high_growth"
"1745",2012,"02","Financial activities",7743,194,177,171,76,72,"low_turnover","low_growth"
"1746",2012,"02","Government",21947,403,300,305,139,108,"low_turnover","medium_growth"
"1747",2012,"02","Information",2676,92,71,67,36,29,"low_turnover","low_growth"
"1748",2012,"02","Leisure and hospitality",13641,379,771,735,414,299,"high_turnover","medium_growth"
"1749",2012,"02","Manufacturing",11860,237,264,245,108,109,"low_turnover","low_growth"
"1750",2012,"02","Mining and logging",845,23,33,27,15,11,"low_turnover","low_growth"
"1751",2012,"02","Other services",5415,141,167,167,84,74,"low_turnover","low_growth"
"1752",2012,"02","Professional and business services",17816,747,1012,961,409,512,"high_turnover","high_growth"
"1753",2012,"02","Retail trade",14795.3,389,578,576,342,194,"high_turnover","high_growth"
"1754",2012,"02","Total private",111565,3203,4260,4017,1984,1788,"high_turnover","high_growth"
"1755",2012,"02","Trade, transportation, and utilities",25283,651,859,818,456,290,"high_turnover","high_growth"
"1756",2012,"03","Construction",5625,94,315,310,91,210,"medium_turnover","low_growth"
"1757",2012,"03","Education and health services",20689,689,528,480,288,153,"medium_turnover","high_growth"
"1758",2012,"03","Financial activities",7768,241,184,151,82,52,"low_turnover","low_growth"
"1759",2012,"03","Government",21943,409,296,310,133,115,"low_turnover","medium_growth"
"1760",2012,"03","Information",2678,98,67,69,36,28,"low_turnover","low_growth"
"1761",2012,"03","Leisure and hospitality",13706,447,860,759,444,300,"high_turnover","medium_growth"
"1762",2012,"03","Manufacturing",11898,312,277,239,110,104,"low_turnover","low_growth"
"1763",2012,"03","Mining and logging",849,18,35,30,15,13,"low_turnover","low_growth"
"1764",2012,"03","Other services",5422,136,182,170,96,71,"low_turnover","low_growth"
"1765",2012,"03","Professional and business services",17848,837,945,900,410,431,"high_turnover","high_growth"
"1766",2012,"03","Retail trade",14826.1,448,588,563,330,183,"high_turnover","high_growth"
"1767",2012,"03","Total private",111809,3566,4279,3947,2030,1660,"high_turnover","high_growth"
"1768",2012,"03","Trade, transportation, and utilities",25326,695,887,839,460,299,"high_turnover","high_growth"
"1769",2012,"04","Construction",5618,134,279,292,72,206,"medium_turnover","low_growth"
"1770",2012,"04","Education and health services",20707,686,494,488,280,180,"high_turnover","high_growth"
"1771",2012,"04","Financial activities",7771,218,197,201,109,70,"low_turnover","low_growth"
"1772",2012,"04","Government",21931,381,291,316,140,113,"low_turnover","medium_growth"
"1773",2012,"04","Information",2679,117,68,64,31,26,"low_turnover","low_growth"
"1774",2012,"04","Leisure and hospitality",13709,481,758,742,437,279,"high_turnover","medium_growth"
"1775",2012,"04","Manufacturing",11916,265,262,248,113,111,"low_turnover","low_growth"
"1776",2012,"04","Mining and logging",850,19,35,30,17,12,"low_turnover","low_growth"
"1777",2012,"04","Other services",5417,166,197,210,93,113,"low_turnover","low_growth"
"1778",2012,"04","Professional and business services",17897,772,914,873,376,444,"high_turnover","high_growth"
"1779",2012,"04","Retail trade",14837.7,384,587,574,341,187,"high_turnover","medium_growth"
"1780",2012,"04","Total private",111903,3497,4098,4013,1996,1755,"high_turnover","high_growth"
"1781",2012,"04","Trade, transportation, and utilities",25339,640,892,864,468,314,"high_turnover","high_growth"
"1782",2012,"05","Construction",5604,105,324,338,79,252,"medium_turnover","low_growth"
"1783",2012,"05","Education and health services",20747,727,550,506,280,187,"high_turnover","high_growth"
"1784",2012,"05","Financial activities",7783,223,181,176,83,68,"low_turnover","low_growth"
"1785",2012,"05","Government",21911,405,306,331,139,137,"low_turnover","medium_growth"
"1786",2012,"05","Information",2685,80,72,69,38,26,"low_turnover","low_growth"
"1787",2012,"05","Leisure and hospitality",13705,458,737,737,437,273,"high_turnover","medium_growth"
"1788",2012,"05","Manufacturing",11927,306,253,232,110,100,"low_turnover","low_growth"
"1789",2012,"05","Mining and logging",855,22,38,32,15,15,"low_turnover","low_growth"
"1790",2012,"05","Other services",5417,160,192,199,87,100,"low_turnover","low_growth"
"1791",2012,"05","Professional and business services",17922,750,987,955,407,488,"high_turnover","high_growth"
"1792",2012,"05","Retail trade",14834.4,372,591,592,334,215,"high_turnover","medium_growth"
"1793",2012,"05","Total private",112023,3455,4228,4099,2001,1831,"high_turnover","high_growth"
"1794",2012,"05","Trade, transportation, and utilities",25378,624,894,855,463,322,"high_turnover","high_growth"
"1795",2012,"06","Construction",5621,70,356,358,90,257,"medium_turnover","low_growth"
"1796",2012,"06","Education and health services",20738,760,524,541,277,217,"high_turnover","high_growth"
"1797",2012,"06","Financial activities",7783,232,184,185,94,63,"low_turnover","low_growth"
"1798",2012,"06","Government",21930,393,319,297,124,111,"low_turnover","medium_growth"
"1799",2012,"06","Information",2674,94,55,65,39,20,"low_turnover","low_growth"
"1800",2012,"06","Leisure and hospitality",13702,483,722,729,454,244,"high_turnover","medium_growth"
"1801",2012,"06","Manufacturing",11936,308,274,265,112,138,"low_turnover","low_growth"
"1802",2012,"06","Mining and logging",854,19,29,30,14,14,"low_turnover","low_growth"
"1803",2012,"06","Other services",5424,153,178,165,104,59,"low_turnover","low_growth"
"1804",2012,"06","Professional and business services",17977,774,906,861,363,437,"high_turnover","high_growth"
"1805",2012,"06","Retail trade",14817.5,377,590,607,343,215,"high_turnover","medium_growth"
"1806",2012,"06","Total private",112077,3524,4121,4086,2027,1772,"high_turnover","high_growth"
"1807",2012,"06","Trade, transportation, and utilities",25368,631,892,885,480,322,"high_turnover","high_growth"
"1808",2012,"07","Construction",5632,95,370,369,81,273,"medium_turnover","low_growth"
"1809",2012,"07","Education and health services",20773,693,515,470,274,163,"medium_turnover","high_growth"
"1810",2012,"07","Financial activities",7779,237,163,178,91,52,"low_turnover","low_growth"
"1811",2012,"07","Government",21913,373,295,298,126,106,"low_turnover","medium_growth"
"1812",2012,"07","Information",2680,78,51,54,29,20,"low_turnover","low_growth"
"1813",2012,"07","Leisure and hospitality",13735,489,752,727,431,258,"high_turnover","medium_growth"
"1814",2012,"07","Manufacturing",11964,287,248,228,102,106,"low_turnover","low_growth"
"1815",2012,"07","Mining and logging",851,15,27,29,18,8,"low_turnover","low_growth"
"1816",2012,"07","Other services",5433,114,174,166,98,54,"low_turnover","low_growth"
"1817",2012,"07","Professional and business services",18020,740,868,810,348,392,"high_turnover","high_growth"
"1818",2012,"07","Retail trade",14812.4,416,584,585,339,196,"high_turnover","high_growth"
"1819",2012,"07","Total private",112246,3417,4032,3880,1949,1623,"high_turnover","high_growth"
"1820",2012,"07","Trade, transportation, and utilities",25379,671,864,849,476,296,"high_turnover","high_growth"
"1821",2012,"08","Construction",5648,134,337,328,66,247,"medium_turnover","low_growth"
"1822",2012,"08","Education and health services",20801,665,514,510,288,157,"medium_turnover","high_growth"
"1823",2012,"08","Financial activities",7788,256,194,183,98,55,"low_turnover","low_growth"
"1824",2012,"08","Government",21916,422,315,304,129,114,"low_turnover","medium_growth"
"1825",2012,"08","Information",2676,97,82,84,40,38,"low_turnover","low_growth"
"1826",2012,"08","Leisure and hospitality",13804,423,802,731,388,311,"high_turnover","medium_growth"
"1827",2012,"08","Manufacturing",11960,268,233,235,110,101,"low_turnover","low_growth"
"1828",2012,"08","Mining and logging",851,16,32,32,16,15,"low_turnover","low_growth"
"1829",2012,"08","Other services",5431,81,187,206,123,67,"low_turnover","low_growth"
"1830",2012,"08","Professional and business services",18052,730,825,803,344,413,"high_turnover","high_growth"
"1831",2012,"08","Retail trade",14817.4,483,617,629,328,255,"high_turnover","high_growth"
"1832",2012,"08","Total private",112415,3417,4136,4034,1952,1775,"high_turnover","high_growth"
"1833",2012,"08","Trade, transportation, and utilities",25404,747,929,922,479,372,"high_turnover","high_growth"
"1834",2012,"09","Construction",5661,92,366,352,74,269,"medium_turnover","low_growth"
"1835",2012,"09","Education and health services",20841,709,508,440,253,142,"medium_turnover","high_growth"
"1836",2012,"09","Financial activities",7800,286,199,186,104,39,"low_turnover","low_growth"
"1837",2012,"09","Government",21925,379,280,266,118,88,"low_turnover","medium_growth"
"1838",2012,"09","Information",2670,93,59,69,38,24,"low_turnover","low_growth"
"1839",2012,"09","Leisure and hospitality",13872,422,722,671,389,257,"high_turnover","medium_growth"
"1840",2012,"09","Manufacturing",11954,252,229,225,107,102,"low_turnover","low_growth"
"1841",2012,"09","Mining and logging",846,15,24,30,15,13,"low_turnover","low_growth"
"1842",2012,"09","Other services",5442,139,189,172,69,99,"low_turnover","low_growth"
"1843",2012,"09","Professional and business services",18066,694,845,827,351,426,"high_turnover","high_growth"
"1844",2012,"09","Retail trade",14853.7,496,612,587,325,209,"high_turnover","high_growth"
"1845",2012,"09","Total private",112593,3482,4022,3834,1838,1720,"high_turnover","high_growth"
"1846",2012,"09","Trade, transportation, and utilities",25441,780,882,862,438,348,"high_turnover","high_growth"
"1847",2012,"10","Construction",5674,107,319,296,101,193,"medium_turnover","low_growth"
"1848",2012,"10","Education and health services",20881,705,522,496,263,197,"high_turnover","high_growth"
"1849",2012,"10","Financial activities",7809,264,195,187,93,62,"low_turnover","low_growth"
"1850",2012,"10","Government",21903,380,269,302,133,103,"low_turnover","medium_growth"
"1851",2012,"10","Information",2667,95,63,64,38,18,"low_turnover","low_growth"
"1852",2012,"10","Leisure and hospitality",13883,483,762,731,413,289,"high_turnover","medium_growth"
"1853",2012,"10","Manufacturing",11961,278,250,240,105,119,"low_turnover","low_growth"
"1854",2012,"10","Mining and logging",837,14,30,39,23,13,"low_turnover","low_growth"
"1855",2012,"10","Other services",5446,174,189,185,76,106,"low_turnover","low_growth"
"1856",2012,"10","Professional and business services",18139,755,882,842,319,464,"high_turnover","high_growth"
"1857",2012,"10","Retail trade",14869,305,604,586,327,216,"high_turnover","medium_growth"
"1858",2012,"10","Total private",112774,3428,4120,3958,1904,1793,"high_turnover","high_growth"
"1859",2012,"10","Trade, transportation, and utilities",25477,553,907,879,474,332,"high_turnover","high_growth"
"1860",2012,"11","Construction",5684,73,388,372,104,259,"medium_turnover","low_growth"
"1861",2012,"11","Education and health services",20887,731,512,495,287,167,"medium_turnover","high_growth"
"1862",2012,"11","Financial activities",7815,237,207,196,89,82,"low_turnover","low_growth"
"1863",2012,"11","Government",21883,348,276,292,139,93,"low_turnover","medium_growth"
"1864",2012,"11","Information",2674,107,72,58,33,20,"low_turnover","low_growth"
"1865",2012,"11","Leisure and hospitality",13910,499,720,693,411,269,"high_turnover","medium_growth"
"1866",2012,"11","Manufacturing",11950,220,247,249,106,125,"low_turnover","low_growth"
"1867",2012,"11","Mining and logging",843,17,33,29,13,13,"low_turnover","low_growth"
"1868",2012,"11","Other services",5449,129,220,210,87,110,"low_turnover","low_growth"
"1869",2012,"11","Professional and business services",18193,749,920,894,355,493,"high_turnover","high_growth"
"1870",2012,"11","Retail trade",14944.7,469,617,544,322,177,"high_turnover","high_growth"
"1871",2012,"11","Total private",112950,3439,4213,4011,1931,1827,"high_turnover","high_growth"
"1872",2012,"11","Trade, transportation, and utilities",25545,679,893,816,445,290,"high_turnover","high_growth"
"1873",2012,"12","Construction",5724,93,320,273,75,191,"medium_turnover","low_growth"
"1874",2012,"12","Education and health services",20935,705,532,476,281,150,"medium_turnover","high_growth"
"1875",2012,"12","Financial activities",7827,254,176,160,68,54,"low_turnover","low_growth"
"1876",2012,"12","Government",21887,393,290,290,130,93,"low_turnover","medium_growth"
"1877",2012,"12","Information",2675,77,67,66,39,20,"low_turnover","low_growth"
"1878",2012,"12","Leisure and hospitality",13978,481,814,741,420,297,"high_turnover","medium_growth"
"1879",2012,"12","Manufacturing",11960,223,234,227,109,99,"low_turnover","low_growth"
"1880",2012,"12","Mining and logging",848,17,31,27,13,13,"low_turnover","low_growth"
"1881",2012,"12","Other services",5452,125,187,178,92,73,"low_turnover","low_growth"
"1882",2012,"12","Professional and business services",18230,697,907,807,384,372,"high_turnover","high_growth"
"1883",2012,"12","Retail trade",14913.8,507,593,617,324,219,"high_turnover","high_growth"
"1884",2012,"12","Total private",113185,3446,4162,3827,1915,1614,"high_turnover","high_growth"
"1885",2012,"12","Trade, transportation, and utilities",25556,775,894,872,434,346,"high_turnover","high_growth"
"1886",2013,"01","Construction",5746,116,337,332,134,185,"medium_turnover","low_growth"
"1887",2013,"01","Education and health services",20956,632,540,530,313,156,"medium_turnover","high_growth"
"1888",2013,"01","Financial activities",7836,231,218,211,98,69,"low_turnover","low_growth"
"1889",2013,"01","Government",21869,438,283,298,131,97,"low_turnover","medium_growth"
"1890",2013,"01","Information",2661,77,62,76,41,22,"low_turnover","low_growth"
"1891",2013,"01","Leisure and hospitality",14037,470,805,755,456,259,"high_turnover","medium_growth"
